instance,seed,initial_solution_signature_vns,initial_solution_signature_ivns,initial_cost_vns,initial_cost_ivns,initial_solution_shared_p_vns,initial_solution_shared_p_ivns,initial_solution_source_vns,initial_solution_source_ivns,gap_percent_vns,gap_percent_ivns,elapsed_time_seconds_vns,elapsed_time_seconds_ivns,best_cost_vns,best_cost_ivns,same_initial_signature,same_initial_cost,shared_initial_solution,shared_initial_source,paired_valid,delta_gap_ivns_minus_vns,delta_time_ivns_minus_vns
A-n65-k9,14,"19,13,10,61,3,50,6,46,28|22,52,60,4,5,34,43,57|26,48,45,33,51,35,55,11,12,32,15,63|18,49,24,20,38,56|42,30,59,58,7,16,62|1,21,39,27,47,53,36|2,37,23,44,41|29,17,64,54,9|40,25,8,14,31","19,13,10,61,3,50,6,46,28|22,52,60,4,5,34,43,57|26,48,45,33,51,35,55,11,12,32,15,63|18,49,24,20,38,56|42,30,59,58,7,16,62|1,21,39,27,47,53,36|2,37,23,44,41|29,17,64,54,9|40,25,8,14,31",3610,3610,True,True,shared_by_seed,shared_by_seed,121.635437,135.94548,0.293068,0.350081,2602,2770,True,True,True,True,True,14.310043000000007,0.0570129999999999
A-n65-k9,15,"61,35,26,19,51,52,17,62,33,20|39,43,21,23,10,24|27,41,15,56,38,3,32,7|42,8,60,36,47,18,29|45,11,1,6,30,13,12,54|5,4,48,57,25,2,49,16,46|28,53,40,55,58|44,50,63,64,22,34|9,59,37,14,31","61,35,26,19,51,52,17,62,33,20|39,43,21,23,10,24|27,41,15,56,38,3,32,7|42,8,60,36,47,18,29|45,11,1,6,30,13,12,54|5,4,48,57,25,2,49,16,46|28,53,40,55,58|44,50,63,64,22,34|9,59,37,14,31",3593,3593,True,True,shared_by_seed,shared_by_seed,125.042595,120.613289,0.267061,0.326075,2642,2590,True,True,True,True,True,-4.429306000000011,0.059014
A-n65-k9,16,"19,39,3,37,28,36,9|11,47,5,20,2,44|18,26,54,63,57,17,55|50,56,61,41,10,16,23|13,7,24,27,38,53,35,4|12,48,45,51,30,46,29,32,34,40|59,22,33,25,42,60,6|52,62,14,43,15,49,21|64,58,1,31,8","19,39,3,37,28,36,9|11,47,5,20,2,44|18,26,54,63,57,17,55|50,56,61,41,10,16,23|13,7,24,27,38,53,35,4|12,48,45,51,30,46,29,32,34,40|59,22,33,25,42,60,6|52,62,14,43,15,49,21|64,58,1,31,8",3869,3869,True,True,shared_by_seed,shared_by_seed,140.885864,169.080063,0.273062,0.419094,2828,3159,True,True,True,True,True,28.194199,0.146032
A-n65-k9,17,"26,38,40,3,57,25,16,22,10,19|17,4,51,33,30,55,46|11,62,27,41,14,34,47,21|32,43,48,58,52,15,2,12|7,42,61,23,49,18,44,28|1,59,5,24,45,8,50,29|39,9,60,54,31|53,56,13,63,6|64,36,37,20,35","26,38,40,3,57,25,16,22,10,19|17,4,51,33,30,55,46|11,62,27,41,14,34,47,21|32,43,48,58,52,15,2,12|7,42,61,23,49,18,44,28|1,59,5,24,45,8,50,29|39,9,60,54,31|53,56,13,63,6|64,36,37,20,35",3672,3672,True,True,shared_by_seed,shared_by_seed,145.996597,134.582626,0.263059,0.40209,2888,2754,True,True,True,True,True,-11.413971000000004,0.139031
A-n65-k9,18,"19,51,1,32,26,12,16,7,33,40,21,38|45,13,34,48,10,36,52,55,39|61,25,18,37,46,42,24,43|35,60,22,58,9,8|57,29,11,47,23,15,54,50|27,20,14,59,3,28|41,31,49,56,17|62,63,44,30,4|2,53,6,64,5","19,51,1,32,26,12,16,7,33,40,21,38|45,13,34,48,10,36,52,55,39|61,25,18,37,46,42,24,43|35,60,22,58,9,8|57,29,11,47,23,15,54,50|27,20,14,59,3,28|41,31,49,56,17|62,63,44,30,4|2,53,6,64,5",4201,4201,True,True,shared_by_seed,shared_by_seed,174.787064,179.727417,0.286063,0.328072,3226,3284,True,True,True,True,True,4.940353000000016,0.0420089999999999
A-n65-k9,19,"26,52,15,13,55,62,36,50,18|19,57,51,32,24,21,3,41,45,39,48,25|22,6,27,33,60,28,42|11,35,38,53,4,23,47,1,61|30,37,59,31,63|40,10,20,7,5,8|34,16,44,58,29,12|49,56,2,9,46|43,64,54,17,14","26,52,15,13,55,62,36,50,18|19,57,51,32,24,21,3,41,45,39,48,25|22,6,27,33,60,28,42|11,35,38,53,4,23,47,1,61|30,37,59,31,63|40,10,20,7,5,8|34,16,44,58,29,12|49,56,2,9,46|43,64,54,17,14",3741,3741,True,True,shared_by_seed,shared_by_seed,139.522995,160.306641,0.282062,0.32107,2812,3056,True,True,True,True,True,20.783646000000005,0.039008
A-n65-k9,20,"48,55,25,8,53,58|39,19,57,44,33,46,30,37,42|11,50,38,3,7,23,4,29,12|51,61,43,56,13,35,32,47,41|52,63,59,45,22,6,20|1,40,27,5,36,10,49|18,9,26,24,31,62|54,14,34,21,17,15|16,60,28,2,64","48,55,25,8,53,58|39,19,57,44,33,46,30,37,42|11,50,38,3,7,23,4,29,12|51,61,43,56,13,35,32,47,41|52,63,59,45,22,6,20|1,40,27,5,36,10,49|18,9,26,24,31,62|54,14,34,21,17,15|16,60,28,2,64",3830,3830,True,True,shared_by_seed,shared_by_seed,136.541733,154.258942,0.288062,0.324071,2777,2985,True,True,True,True,True,17.717208999999997,0.036009
A-n65-k9,21,"45,19,57,17,6,2,35,42,28|52,11,53,50,58,16,34,5|32,48,63,39,43,44,25|26,61,60,54,38,15,24,12|4,21,49,51,10,30,31|36,23,33,27,37,14|18,22,64,20,9,1|47,46,62,41,7,55,8|13,59,29,3,56,40","45,19,57,17,6,2,35,42,28|52,11,53,50,58,16,34,5|32,48,63,39,43,44,25|26,61,60,54,38,15,24,12|4,21,49,51,10,30,31|36,23,33,27,37,14|18,22,64,20,9,1|47,46,62,41,7,55,8|13,59,29,3,56,40",3836,3836,True,True,shared_by_seed,shared_by_seed,137.137985,147.700165,0.313067,0.303065,2784,2908,True,True,True,True,True,10.562180000000012,-0.010002
A-n65-k9,22,"57,61,48,19,1,45,24,11,63,4,43|46,39,50,5,49,15,27,59,41|32,26,12,13,31,38,47,33,25|62,16,35,9,22,37,29|42,60,40,21,2,56|7,6,18,54,14,36,52|51,53,30,3,23|17,20,55,58|28,64,44,34,10|8","57,61,48,19,1,45,24,11,63,4,43|46,39,50,5,49,15,27,59,41|32,26,12,13,31,38,47,33,25|62,16,35,9,22,37,29|42,60,40,21,2,56|7,6,18,54,14,36,52|51,53,30,3,23|17,20,55,58|28,64,44,34,10|8",3816,3816,True,True,shared_by_seed,shared_by_seed,125.042595,148.637146,0.305064,0.383081,2642,2919,True,True,True,True,True,23.594551,0.078017
A-n65-k9,23,"19,61,32,45,43,47,48,31,14,28|50,34,13,1,51,49,10,29|39,7,35,38,21,12,20,56|26,60,11,44,58,9|57,63,41,53,42,36,15|52,16,17,55,30,22,4|18,54,46,37,27,8,59|33,25,5,24,3,2|64,40,62,23,6","19,61,32,45,43,47,48,31,14,28|50,34,13,1,51,49,10,29|39,7,35,38,21,12,20,56|26,60,11,44,58,9|57,63,41,53,42,36,15|52,16,17,55,30,22,4|18,54,46,37,27,8,59|33,25,5,24,3,2|64,40,62,23,6",3553,3553,True,True,shared_by_seed,shared_by_seed,121.720612,132.623505,0.297062,0.301062,2603,2731,True,True,True,True,True,10.902892999999992,0.004
A-n65-k9,24,"42,48,62,19,37,35,39,3,8,59,32|11,38,22,21,13,15,45,17,60,61|7,4,28,2,10,9|23,1,53,63,58|26,57,14,50,5,51,12,24,31|52,41,44,20,27,33|47,55,46,49,54,30|18,6,40,43,56|64,29,16,36,34,25","42,48,62,19,37,35,39,3,8,59,32|11,38,22,21,13,15,45,17,60,61|7,4,28,2,10,9|23,1,53,63,58|26,57,14,50,5,51,12,24,31|52,41,44,20,27,33|47,55,46,49,54,30|18,6,40,43,56|64,29,16,36,34,25",4105,4105,True,True,shared_by_seed,shared_by_seed,160.391815,189.267456,0.280059,0.44209,3057,3396,True,True,True,True,True,28.875641,0.1620309999999999
A-n65-k9,25,"26,32,17,58,52,60,61,19,45,36|11,7,16,62,2,37,54|57,35,49,40,46,50,22,18,3,59|42,48,29,34,10,21,5,30|33,51,4,8,6,12,63|43,56,25,55,41|13,9,24,28,44|39,1,23,53,38,15,14|64,47,20,27,31","26,32,17,58,52,60,61,19,45,36|11,7,16,62,2,37,54|57,35,49,40,46,50,22,18,3,59|42,48,29,34,10,21,5,30|33,51,4,8,6,12,63|43,56,25,55,41|13,9,24,28,44|39,1,23,53,38,15,14|64,47,20,27,31",3981,3981,True,True,shared_by_seed,shared_by_seed,139.352646,131.005112,0.274056,0.365073,2810,2712,True,True,True,True,True,-8.347533999999996,0.0910169999999999
A-n65-k9,26,"35,44,46,52,5,30,23,45|11,19,42,29,37,3,27,18,10,38|9,39,57,4,63,36,40|61,26,47,21,12,24,1,33,62|13,7,60,14,41,31,22|16,48,8,56,55,53|32,34,59,25,58,20|6,17,51,54,49,15|28,43,2,64,50","35,44,46,52,5,30,23,45|11,19,42,29,37,3,27,18,10,38|9,39,57,4,63,36,40|61,26,47,21,12,24,1,33,62|13,7,60,14,41,31,22|16,48,8,56,55,53|32,34,59,25,58,20|6,17,51,54,49,15|28,43,2,64,50",3669,3669,True,True,shared_by_seed,shared_by_seed,132.793869,142.589432,0.274057,0.337068,2733,2848,True,True,True,True,True,9.795562999999987,0.0630109999999999
A-n65-k9,27,"19,32,45,42,27,25,9,15,54|61,6,35,47,2,8,10|48,11,30,51,13,59,21,18,3,50|26,40,60,52,31,1,36|37,38,34,43,46,53|39,12,41,56,57,29,20|28,44,14,55,24|4,7,64,23,5,22,62,49|17,33,58,16,63","19,32,45,42,27,25,9,15,54|61,6,35,47,2,8,10|48,11,30,51,13,59,21,18,3,50|26,40,60,52,31,1,36|37,38,34,43,46,53|39,12,41,56,57,29,20|28,44,14,55,24|4,7,64,23,5,22,62,49|17,33,58,16,63",3884,3884,True,True,shared_by_seed,shared_by_seed,141.226578,143.696762,0.305061,0.316063,2832,2861,True,True,True,True,True,2.470184000000017,0.0110019999999999
A-n65-k9,28,"45,15,18,63,19,9,52,61,33,13|26,48,11,4,20,35,59,38,21,56|32,39,34,55,28,27,17|57,51,53,41,47,42,62,49|12,44,2,16,1,7|5,58,6,46,36,24|22,29,54,8,37,25|43,14,3,30,10|23,64,31,40,50|60","45,15,18,63,19,9,52,61,33,13|26,48,11,4,20,35,59,38,21,56|32,39,34,55,28,27,17|57,51,53,41,47,42,62,49|12,44,2,16,1,7|5,58,6,46,36,24|22,29,54,8,37,25|43,14,3,30,10|23,64,31,40,50|60",3780,3780,True,True,shared_by_seed,shared_by_seed,141.993195,141.141403,0.30206,0.375074,2841,2831,True,True,True,True,True,-0.851791999999989,0.073014
A-n65-k9,29,"45,59,1,37,53,41,55|32,11,14,28,23,60,63|38,51,35,3,24,13,48,25,18,22|19,42,61,9,17,62,6,57,26|12,20,4,54,30,16|50,39,47,46,5,36,58,29|10,43,31,34,64|21,2,33,40,27,44|7,52,15,56,8,49","45,59,1,37,53,41,55|32,11,14,28,23,60,63|38,51,35,3,24,13,48,25,18,22|19,42,61,9,17,62,6,57,26|12,20,4,54,30,16|50,39,47,46,5,36,58,29|10,43,31,34,64|21,2,33,40,27,44|7,52,15,56,8,49",3791,3791,True,True,shared_by_seed,shared_by_seed,122.146515,147.274277,0.311061,0.392076,2608,2903,True,True,True,True,True,25.12776200000002,0.081015
A-n65-k9,30,"19,45,7,30,37,2,8,51|42,32,39,11,15,56,35,26,21,40,58|50,14,9,23,22,59,18|43,33,46,20,52,63|55,34,60,10,13,41|48,38,6,29,62,53,61,12|28,57,5,47,54,27,3|17,31,4,25,44|49,16,1,64,24,36","19,45,7,30,37,2,8,51|42,32,39,11,15,56,35,26,21,40,58|50,14,9,23,22,59,18|43,33,46,20,52,63|55,34,60,10,13,41|48,38,6,29,62,53,61,12|28,57,5,47,54,27,3|17,31,4,25,44|49,16,1,64,24,36",3854,3854,True,True,shared_by_seed,shared_by_seed,132.367966,157.155029,0.30906,0.327062,2728,3019,True,True,True,True,True,24.787063000000018,0.018002
A-n80-k10,1,"33,15,47,53,76,52,49,63,46,72,11|65,77,75,24,69,34,70,19,44,43,36,22,58|67,73,28,30,50,16,64,4,48,23,31|35,51,54,2,8,13,59,27,12,56|78,10,32,74,21,40,25,3|26,14,37,61,1,57,41|60,38,6,66,62,71|5,39,9,17,68,29|79,18,55,45|20,7,42","33,15,47,53,76,52,49,63,46,72,11|65,77,75,24,69,34,70,19,44,43,36,22,58|67,73,28,30,50,16,64,4,48,23,31|35,51,54,2,8,13,59,27,12,56|78,10,32,74,21,40,25,3|26,14,37,61,1,57,41|60,38,6,66,62,71|5,39,9,17,68,29|79,18,55,45|20,7,42",5203,5203,True,True,shared_by_seed,shared_by_seed,137.492905,179.239929,0.277053,0.521099,4187,4923,True,True,True,True,True,41.74702399999998,0.2440459999999999
A-n80-k10,2,"51,43,14,4,29,37,12,59,78,25,5|33,65,22,46,40,47,64,53,18|27,52,54,11,3,58,67,6,72,49|15,31,76,1,39,13,66,60|34,35,41,75,20,63,38,68,24|50,26,48,28,56,55,45,30,44|16,32,61,70,19,73,57,69,77|79,10,74,36,8,62|71,7,17,21,23|42,2,9","51,43,14,4,29,37,12,59,78,25,5|33,65,22,46,40,47,64,53,18|27,52,54,11,3,58,67,6,72,49|15,31,76,1,39,13,66,60|34,35,41,75,20,63,38,68,24|50,26,48,28,56,55,45,30,44|16,32,61,70,19,73,57,69,77|79,10,74,36,8,62|71,7,17,21,23|42,2,9",4983,4983,True,True,shared_by_seed,shared_by_seed,130.062393,131.026657,0.272051,0.403075,4056,4073,True,True,True,True,True,0.9642640000000142,0.131024
A-n80-k10,3,"33,77,31,46,8,7,42,73,65,25|43,41,40,19,48,75,30,50,18|34,47,60,51,11,54,29,76,70,38,66|14,67,52,49,15,13,63,6,44,35,56|78,27,58,72,55,2,69,22,4,10|53,39,32,62,17,36,16|71,26,45,3,37,24,23|64,12,20,61,59,74|79,21,57,5,28,68|1,9","33,77,31,46,8,7,42,73,65,25|43,41,40,19,48,75,30,50,18|34,47,60,51,11,54,29,76,70,38,66|14,67,52,49,15,13,63,6,44,35,56|78,27,58,72,55,2,69,22,4,10|53,39,32,62,17,36,16|71,26,45,3,37,24,23|64,12,20,61,59,74|79,21,57,5,28,68|1,9",4860,4860,True,True,shared_by_seed,shared_by_seed,122.404991,116.676117,0.298056,0.309057,3921,3820,True,True,True,True,True,-5.728873999999991,0.011001
A-n80-k10,4,"33,15,54,47,64,49,20,56,23,19,3|77,67,21,48,59,60,45,30,75|65,27,22,74,13,55,6|43,31,35,29,26,68,24,2,8,4,71,73,14|72,34,37,52,51,78,50,39,11,66,76|58,7,41,42,40,44,32|79,18,46,70,36,61|5,16,28,63,10,1|69,25,53,9,12,57|17,62,38","33,15,54,47,64,49,20,56,23,19,3|77,67,21,48,59,60,45,30,75|65,27,22,74,13,55,6|43,31,35,29,26,68,24,2,8,4,71,73,14|72,34,37,52,51,78,50,39,11,66,76|58,7,41,42,40,44,32|79,18,46,70,36,61|5,16,28,63,10,1|69,25,53,9,12,57|17,62,38",4818,4818,True,True,shared_by_seed,shared_by_seed,110.209869,126.942703,0.292054,0.365066,3706,4001,True,True,True,True,True,16.732833999999997,0.073012
A-n80-k10,5,"33,31,28,29,69,20,74,44,43,50,70|15,77,23,1,17,32,21,49|47,30,68,72,35,52,63,18,59|51,45,76,56,75,38,46,19|11,54,42,37,41,78,8,66,25|14,16,24,39,7,36,22|65,26,62,55,9,6,27,71|34,60,13,61,4,10,12,57|64,67,48,58,53,5,73,3,40|2,79","33,31,28,29,69,20,74,44,43,50,70|15,77,23,1,17,32,21,49|47,30,68,72,35,52,63,18,59|51,45,76,56,75,38,46,19|11,54,42,37,41,78,8,66,25|14,16,24,39,7,36,22|65,26,62,55,9,6,27,71|34,60,13,61,4,10,12,57|64,67,48,58,53,5,73,3,40|2,79",4912,4912,True,True,shared_by_seed,shared_by_seed,121.894501,120.192848,0.303056,0.336061,3912,3882,True,True,True,True,True,-1.7016530000000074,0.033005
A-n80-k10,6,"25,22,75,42,58,43,72,20,64|44,57,55,7,66,2|33,10,14,45,38,67,8,37,11|35,47,73,15,19,54,28,40,76,50,29|77,78,48,34,61,12,65,3,6|31,26,1,32,74,56,59,5|70,16,17,63,39,4,23,51|52,24,27,18,53,68,71,46,69|36,21,30,60,13,49,62|79,41,9","25,22,75,42,58,43,72,20,64|44,57,55,7,66,2|33,10,14,45,38,67,8,37,11|35,47,73,15,19,54,28,40,76,50,29|77,78,48,34,61,12,65,3,6|31,26,1,32,74,56,59,5|70,16,17,63,39,4,23,51|52,24,27,18,53,68,71,46,69|36,21,30,60,13,49,62|79,41,9",4989,4989,True,True,shared_by_seed,shared_by_seed,119.909248,128.304031,0.289052,0.400071,3877,4025,True,True,True,True,True,8.394783000000004,0.111019
A-n80-k10,7,"33,16,56,31,43,62,54,39,77,36,22|40,26,8,50,64,55,47,63,74|59,52,76,44,70,71,19,51,10,66|78,65,29,14,75,12,18,49,34,68,13|27,38,11,35,4,24,58,20,9|67,15,46,32,57,2,17,30|72,61,3,28,69,5,60|23,48,7,6,73,37|21,79,25,41,53,45|1,42","33,16,56,31,43,62,54,39,77,36,22|40,26,8,50,64,55,47,63,74|59,52,76,44,70,71,19,51,10,66|78,65,29,14,75,12,18,49,34,68,13|27,38,11,35,4,24,58,20,9|67,15,46,32,57,2,17,30|72,61,3,28,69,5,60|23,48,7,6,73,37|21,79,25,41,53,45|1,42",4962,4962,True,True,shared_by_seed,shared_by_seed,131.820755,140.669312,0.34206,0.39707,4087,4243,True,True,True,True,True,8.848557,0.05501
A-n80-k10,8,"43,34,54,15,71,38,24,12,36,70,33,32,52|65,27,18,25,55,57,74,35|39,6,23,13,50,58,72,47,75|17,14,53,56,1,69,29,46,26|60,41,49,20,66,67,16,3|78,11,68,5,10,19,76,44,59|61,62,40,77,31,28,63|2,22,64,48,21,73,30,4|51,79,37,9,7,8|42,45","43,34,54,15,71,38,24,12,36,70,33,32,52|65,27,18,25,55,57,74,35|39,6,23,13,50,58,72,47,75|17,14,53,56,1,69,29,46,26|60,41,49,20,66,67,16,3|78,11,68,5,10,19,76,44,59|61,62,40,77,31,28,63|2,22,64,48,21,73,30,4|51,79,37,9,7,8|42,45",5147,5147,True,True,shared_by_seed,shared_by_seed,145.547363,131.593872,0.278048,0.505089,4329,4083,True,True,True,True,True,-13.953490999999984,0.227041
A-n80-k10,9,"35,63,45,44,69,76,56,53,34,31|33,19,61,47,55,8,77,72,60,6|43,41,58,64,26,49,67,32,21,18|23,16,48,75,39,5,50,57|65,54,15,51,4,30,71,14,11,9,24,29,10|78,28,36,42,62,66,13|68,46,37,52,12,20,38,70|27,59,22,7,40|74,1,3,17,73|79,2,25","35,63,45,44,69,76,56,53,34,31|33,19,61,47,55,8,77,72,60,6|43,41,58,64,26,49,67,32,21,18|23,16,48,75,39,5,50,57|65,54,15,51,4,30,71,14,11,9,24,29,10|78,28,36,42,62,66,13|68,46,37,52,12,20,38,70|27,59,22,7,40|74,1,3,17,73|79,2,25",4670,4670,True,True,shared_by_seed,shared_by_seed,103.743622,133.692581,0.307053,0.476081,3592,4120,True,True,True,True,True,29.948958999999988,0.1690279999999999
A-n80-k10,10,"33,54,78,46,47,12,41,72,2,16,9|35,14,23,37,19,45,55,77,31,25|43,26,59,67,63,69,24,48,57|27,40,65,1,44,50,20,18|58,28,75,60,61,38,10|30,51,39,49,68,21,62,76|34,15,52,64,4,13,6,36,56,53,73|8,74,66,5,22,71,70|7,3,42,11,29|79,17,32","33,54,78,46,47,12,41,72,2,16,9|35,14,23,37,19,45,55,77,31,25|43,26,59,67,63,69,24,48,57|27,40,65,1,44,50,20,18|58,28,75,60,61,38,10|30,51,39,49,68,21,62,76|34,15,52,64,4,13,6,36,56,53,73|8,74,66,5,22,71,70|7,3,42,11,29|79,17,32",5258,5258,True,True,shared_by_seed,shared_by_seed,157.175262,150.311966,0.297051,0.416071,4534,4413,True,True,True,True,True,-6.863295999999991,0.11902
A-n80-k10,11,"33,16,41,27,37,14,46,9,11,25|72,1,8,38,34,15,10,52,77,57|51,65,44,69,70,49,45,78,6,55|31,35,54,30,66,76,26,67,74,50,63|58,21,29,62,73,24,18,48|75,5,13,42,23,68,2|43,47,39,19,17,4,3,40|32,56,36,12,60,22,20|71,53,59,64,61,28|79,7","33,16,41,27,37,14,46,9,11,25|72,1,8,38,34,15,10,52,77,57|51,65,44,69,70,49,45,78,6,55|31,35,54,30,66,76,26,67,74,50,63|58,21,29,62,73,24,18,48|75,5,13,42,23,68,2|43,47,39,19,17,4,3,40|32,56,36,12,60,22,20|71,53,59,64,61,28|79,7",5047,5047,True,True,shared_by_seed,shared_by_seed,123.482704,149.574585,0.303051,0.471078,3940,4400,True,True,True,True,True,26.09188100000001,0.1680269999999999
A-n80-k10,12,"78,33,18,65,49,3,72,50,51,55,26|27,64,29,37,54,59,6,74|47,68,62,44,66,32,41,58,19,36|57,48,73,16,31,9,40,10,14,67|5,76,60,22,35,34,24,13,25|8,12,42,17,52,63,43|70,39,15,7,75,4,71,2|28,1,20,23,79|77,69,56,45,46,30,21,38|53,61,11","78,33,18,65,49,3,72,50,51,55,26|27,64,29,37,54,59,6,74|47,68,62,44,66,32,41,58,19,36|57,48,73,16,31,9,40,10,14,67|5,76,60,22,35,34,24,13,25|8,12,42,17,52,63,43|70,39,15,7,75,4,71,2|28,1,20,23,79|77,69,56,45,46,30,21,38|53,61,11",4996,4996,True,True,shared_by_seed,shared_by_seed,137.77652,143.959167,0.310051,0.404067,4192,4301,True,True,True,True,True,6.182647000000003,0.0940159999999999
A-n80-k10,13,"67,54,44,77,3,22,69,25,60,34|33,14,2,51,36,53,76,59,10,78|24,4,15,35,71,39,49,1,55|65,28,13,75,30,48,37,32,26,23|31,64,8,16,43,63,62,47,27,18,72|12,46,58,56,38,5,9|17,57,41,52,7,66|70,50,20,61,68,29,6|74,40,21,73,11,79|42,45,19","67,54,44,77,3,22,69,25,60,34|33,14,2,51,36,53,76,59,10,78|24,4,15,35,71,39,49,1,55|65,28,13,75,30,48,37,32,26,23|31,64,8,16,43,63,62,47,27,18,72|12,46,58,56,38,5,9|17,57,41,52,7,66|70,50,20,61,68,29,6|74,40,21,73,11,79|42,45,19",4783,4783,True,True,shared_by_seed,shared_by_seed,120.306305,113.840042,0.30505,0.355057,3884,3770,True,True,True,True,True,-6.466262999999998,0.050007
A-n80-k10,14,"77,14,67,61,19,20,37,60,68,52|33,51,3,2,44,12,23,71|54,15,26,55,75,16,21,76,65,40,1|78,35,24,45,38,8,57,41|43,72,27,56,59,74,63,17|64,69,47,48,50,6,10,31,29,34,36,58|70,13,22,28,39,11|25,53,49,30,18,79|46,5,7,32,42,62|9,4,73,66","77,14,67,61,19,20,37,60,68,52|33,51,3,2,44,12,23,71|54,15,26,55,75,16,21,76,65,40,1|78,35,24,45,38,8,57,41|43,72,27,56,59,74,63,17|64,69,47,48,50,6,10,31,29,34,36,58|70,13,22,28,39,11|25,53,49,30,18,79|46,5,7,32,42,62|9,4,73,66",4620,4620,True,True,shared_by_seed,shared_by_seed,119.795799,131.934204,0.313051,0.523084,3875,4089,True,True,True,True,True,12.138404999999992,0.2100329999999999
A-n80-k10,15,"33,75,56,8,22,36,15,6,37|34,72,41,10,46,43,19,68,47,31,28,71,14|54,30,13,50,17,67,12,25,32,4|78,60,18,44,20,40,35,9|23,27,24,55,2,21,61|70,64,49,62,51,39,48,69,76,26|52,77,65,58,63,73,74,38,16|66,5,57,1,59,29|53,7,42,11,45|3,79","33,75,56,8,22,36,15,6,37|34,72,41,10,46,43,19,68,47,31,28,71,14|54,30,13,50,17,67,12,25,32,4|78,60,18,44,20,40,35,9|23,27,24,55,2,21,61|70,64,49,62,51,39,48,69,76,26|52,77,65,58,63,73,74,38,16|66,5,57,1,59,29|53,7,42,11,45|3,79",5052,5052,True,True,shared_by_seed,shared_by_seed,138.457184,139.251282,0.346055,0.486077,4204,4218,True,True,True,True,True,0.7940979999999911,0.1400219999999999
A-n80-k10,16,"48,65,58,14,26,11,25,31,41,38,55|33,27,53,15,3,46,59,42|72,35,69,5,50,37,49,64,8,6|66,19,39,60,73,32,61|13,63,30,43,77,2,29,52,21|12,24,47,40,18,76,20,16|67,36,34,44,4,54,70,75,22,10,78,71,56|68,51,1,17,74,28|62,45,23,9|79,7,57","48,65,58,14,26,11,25,31,41,38,55|33,27,53,15,3,46,59,42|72,35,69,5,50,37,49,64,8,6|66,19,39,60,73,32,61|13,63,30,43,77,2,29,52,21|12,24,47,40,18,76,20,16|67,36,34,44,4,54,70,75,22,10,78,71,56|68,51,1,17,74,28|62,45,23,9|79,7,57",5197,5197,True,True,shared_by_seed,shared_by_seed,125.921722,143.391937,0.307048,0.414065,3983,4291,True,True,True,True,True,17.47021500000001,0.107017
A-n80-k10,17,"8,31,11,77,13,48,7,10,74|33,63,55,76,29,66,21,54,52,24|70,43,15,47,35,44,37,34,50,14,30,17,38|78,41,56,2,19,64,6,69,16|65,20,68,72,3,25,5,22|4,73,28,40,18,61|23,60,45,26,1,62|75,49,9,39,71,57,51|36,42,58,32,46,27,59,67|53,79,12","8,31,11,77,13,48,7,10,74|33,63,55,76,29,66,21,54,52,24|70,43,15,47,35,44,37,34,50,14,30,17,38|78,41,56,2,19,64,6,69,16|65,20,68,72,3,25,5,22|4,73,28,40,18,61|23,60,45,26,1,62|75,49,9,39,71,57,51|36,42,58,32,46,27,59,67|53,79,12",4822,4822,True,True,shared_by_seed,shared_by_seed,115.428246,120.703354,0.300046,0.410063,3798,3891,True,True,True,True,True,5.275108000000003,0.110017
A-n80-k10,18,"7,28,34,26,35,20,70,18|33,15,65,77,58,59,54,24,32,25,13,47,74|14,31,43,19,62,68,55,73,21,72,53|78,67,71,38,37,51,64,16,2,52|10,11,44,9,40,1,69|4,27,41,61,6,42,50|48,29,30,75,8,22,56,5,66|60,46,57,39,76,12|23,49,63,45,3|79,17,36","7,28,34,26,35,20,70,18|33,15,65,77,58,59,54,24,32,25,13,47,74|14,31,43,19,62,68,55,73,21,72,53|78,67,71,38,37,51,64,16,2,52|10,11,44,9,40,1,69|4,27,41,61,6,42,50|48,29,30,75,8,22,56,5,66|60,46,57,39,76,12|23,49,63,45,3|79,17,36",4900,4900,True,True,shared_by_seed,shared_by_seed,133.806015,128.13385,0.287044,0.451068,4122,4022,True,True,True,True,True,-5.672165000000007,0.164024
A-n80-k10,19,"70,77,50,40,12,14,9,75,3|33,29,36,37,16,73,45,19,44,27|35,61,60,22,5,68,24,69|72,4,47,65,15,51,56,2,8,52,20,11,46|26,43,64,30,54,31,7,55,76,28|78,32,39,34,63,17,57|18,59,23,21,25,58|1,71,13,6,10,48,53|41,42,49,66,74,67|38,79,62","70,77,50,40,12,14,9,75,3|33,29,36,37,16,73,45,19,44,27|35,61,60,22,5,68,24,69|72,4,47,65,15,51,56,2,8,52,20,11,46|26,43,64,30,54,31,7,55,76,28|78,32,39,34,63,17,57|18,59,23,21,25,58|1,71,13,6,10,48,53|41,42,49,66,74,67|38,79,62",4770,4770,True,True,shared_by_seed,shared_by_seed,119.512199,137.492905,0.280042,0.434066,3870,4187,True,True,True,True,True,17.980706000000012,0.154024
