ivns_time,instance,metric,best_variant,other_variant,median_best,median_other,statistic,p_value,cliffs_delta_positive_favors_best,p_value_holm,decision
0.2,A-n33-k5,gap_percent,baseline-best,baseline-first,60.892588,63.3131615,427.5,0.7449520967065814,0.05,1.0,no_significativo
0.2,A-n33-k5,gap_percent,baseline-best,baseline-random,60.892588,64.4478075,428.5,0.7561783785251295,0.04777777777777778,1.0,no_significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-high-best,60.892588,106.5809365,10.5,8.547630821557907e-11,0.9766666666666667,5.983341575090535e-10,significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-high-first,60.892588,109.15280150000001,33.0,7.372318736335186e-10,0.9266666666666666,4.423391241801112e-09,significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-high-random,60.892588,107.186081,2.0,3.68285295726119e-11,0.9955555555555555,2.946282365808952e-10,significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-medium-best,60.892588,87.140694,168.5,3.258617829268111e-05,0.6255555555555555,9.775853487804334e-05,significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-medium-first,60.892588,91.074131,73.0,2.5934447230273202e-08,0.8377777777777777,1.29672236151366e-07,significativo
0.2,A-n33-k5,gap_percent,baseline-best,efg-medium-random,60.892588,79.9546165,147.5,8.001468633730394e-06,0.6722222222222223,3.2005874534921574e-05,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,baseline-first,0.2979445,0.34593399999999996,370.5,0.24281247875910994,0.17666666666666667,0.4856249575182199,no_significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,baseline-random,0.2979445,0.3224375,376.5,0.28046379497580787,0.16333333333333333,0.4856249575182199,no_significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-high-best,0.2979445,1.773615,0.0,3.019859359162157e-11,1.0,2.4158874873297256e-10,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-high-first,0.2979445,1.772754,0.0,3.019859359162157e-11,1.0,2.4158874873297256e-10,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-high-random,0.2979445,1.6866065,0.0,3.019859359162157e-11,1.0,2.4158874873297256e-10,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-medium-best,0.2979445,1.1387779999999998,2.0,3.6897258539809896e-11,0.9955555555555555,2.4158874873297256e-10,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-medium-first,0.2979445,1.2937455,0.0,3.019859359162157e-11,1.0,2.4158874873297256e-10,significativo
0.2,A-n33-k5,elapsed_time_seconds,baseline-best,efg-medium-random,0.2979445,1.180069,0.0,3.019859359162157e-11,1.0,2.4158874873297256e-10,significativo
0.2,A-n65-k9,gap_percent,baseline-best,baseline-first,137.7768325,141.8228225,377.0,0.28375797890200827,0.1622222222222222,0.5675159578040165,no_significativo
0.2,A-n65-k9,gap_percent,baseline-best,baseline-random,137.7768325,136.7546845,440.0,0.8882997588189194,0.022222222222222223,0.8882997588189194,no_significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-high-best,137.7768325,195.52811450000002,2.0,3.6874335905067576e-11,0.9955555555555555,2.942622008974725e-10,significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-high-first,137.7768325,196.37989800000003,2.0,3.6782775112184064e-11,0.9955555555555555,2.942622008974725e-10,significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-high-random,137.7768325,199.148216,14.0,1.2056679006359843e-10,0.9688888888888889,7.234007403815906e-10,significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-medium-best,137.7768325,165.6729125,108.5,4.617541767405398e-07,0.7588888888888888,1.3852625302216193e-06,significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-medium-first,137.7768325,174.06303400000002,54.5,5.222301887177728e-09,0.8788888888888889,2.0889207548710914e-08,significativo
0.2,A-n65-k9,gap_percent,baseline-best,efg-medium-random,137.7768325,170.8688205,48.0,2.920076838514214e-09,0.8933333333333333,1.4600384192571071e-08,significativo
