instance,algorithm,metric,n,mean,std,median,q1,q3,iqr,min,max
F-n135-k7,ivns,gap_percent,30,469.3115316333334,31.268332397168034,473.536987,446.21342475,487.5430375,41.329612750000024,417.555939,531.497437
F-n135-k7,ivns,elapsed_time_seconds,30,14.705253699999997,1.1011526451564178,14.840554000000001,14.137802,15.55105775,1.4132557499999994,10.89104,15.804058
F-n135-k7,vns,gap_percent,30,437.7337890333334,30.141998495287744,439.7160035,413.91994475,463.14543925000004,49.225494500000025,385.456116,485.800354
F-n135-k7,vns,elapsed_time_seconds,30,0.8069367,0.06987731864027964,0.8085035,0.7650025,0.85875375,0.09375124999999995,0.680003,0.971003
