instance,metric,variant_a,variant_b,median_a,median_b,statistic,p_value,cliffs_delta_positive_favors_a,p_value_holm,decision
A-n80-k10,gap_percent,efg-high-best,efg-medium-random,178.8996045,168.9166185,641.0,0.004854833486148557,-0.42444444444444446,0.07767733577837692,no_significativo
A-n80-k10,gap_percent,efg-high-first,efg-high-random,178.64435550000002,175.1276165,501.0,0.4552969069031376,-0.11333333333333333,1.0,no_significativo
A-n80-k10,gap_percent,efg-high-first,efg-medium-best,178.64435550000002,170.44809750000002,627.0,0.009068760993273545,-0.3933333333333333,0.12696265390582964,no_significativo
A-n80-k10,gap_percent,efg-high-first,efg-medium-first,178.64435550000002,168.973343,629.0,0.00831460908674944,-0.3977777777777778,0.1247191363012416,no_significativo
A-n80-k10,gap_percent,efg-high-first,efg-medium-random,178.64435550000002,168.9166185,613.5,0.015954191391281767,-0.36333333333333334,0.20740448808666298,no_significativo
A-n80-k10,gap_percent,efg-high-random,efg-medium-best,175.1276165,170.44809750000002,609.0,0.0191023905712558,-0.35333333333333333,0.22922868685506959,no_significativo
A-n80-k10,gap_percent,efg-high-random,efg-medium-first,175.1276165,168.973343,594.0,0.033869325428287335,-0.32,0.33869325428287334,no_significativo
A-n80-k10,gap_percent,efg-high-random,efg-medium-random,175.1276165,168.9166185,598.0,0.02920092512963851,-0.3288888888888889,0.3212101764260236,no_significativo
A-n80-k10,gap_percent,efg-medium-best,efg-medium-first,170.44809750000002,168.973343,474.0,0.7282652959955469,-0.05333333333333334,1.0,no_significativo
A-n80-k10,gap_percent,efg-medium-best,efg-medium-random,170.44809750000002,168.9166185,472.5,0.7449828804476364,-0.05,1.0,no_significativo
A-n80-k10,gap_percent,efg-medium-first,efg-medium-random,168.973343,168.9166185,444.5,0.941071531945936,0.012222222222222223,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,baseline-best,baseline-first,0.468523,0.4705225,473.0,0.7393918412622202,-0.051111111111111114,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,baseline-best,baseline-random,0.468523,0.45702149999999997,520.0,0.30414322458496723,-0.15555555555555556,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-high-best,0.468523,0.7815385,0.0,3.0179667984904466e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-high-first,0.468523,0.7670365,0.0,3.0179667984904466e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-high-random,0.468523,0.791039,0.0,3.016075319890922e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-medium-best,0.468523,0.6305320000000001,16.0,1.4625976465818308e-10,0.9644444444444444,2.5144694768761765e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-medium-first,0.468523,0.6360315000000001,7.0,6.047345398428626e-11,0.9844444444444445,1.5118363496071565e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-best,efg-medium-random,0.468523,0.602528,23.0,2.8699608916353066e-10,0.9488888888888889,3.443953069962368e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,baseline-random,0.4705225,0.45702149999999997,508.5,0.39113096224410915,-0.13,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-high-best,0.4705225,0.7815385,0.0,3.0179667984904466e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-high-first,0.4705225,0.7670365,0.0,3.0179667984904466e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-high-random,0.4705225,0.791039,0.0,3.016075319890922e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-medium-best,0.4705225,0.6305320000000001,9.0,7.380182967459125e-11,0.98,1.7712439121901898e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-medium-first,0.4705225,0.6360315000000001,0.0,3.0104073709630884e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-first,efg-medium-random,0.4705225,0.602528,15.0,1.3280719350862295e-10,0.9666666666666667,2.5144694768761765e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-high-best,0.45702149999999997,0.7815385,0.0,3.019859359162157e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-high-first,0.45702149999999997,0.7670365,0.0,3.019859359162157e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-high-random,0.45702149999999997,0.791039,0.0,3.0179667984904466e-11,1.0,1.083746653546712e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-medium-best,0.45702149999999997,0.6305320000000001,11.0,8.988036657266591e-11,0.9755555555555555,2.067248431171316e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-medium-first,0.45702149999999997,0.6360315000000001,4.0,4.493235842921813e-11,0.9911111111111112,1.1682413191596713e-09,significativo
A-n80-k10,elapsed_time_seconds,baseline-random,efg-medium-random,0.45702149999999997,0.602528,19.0,1.9567799598061055e-10,0.9577777777777777,2.7363373370788694e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-best,efg-high-first,0.7815385,0.7670365,470.0,0.7731138109674602,-0.044444444444444446,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,efg-high-best,efg-high-random,0.7815385,0.791039,450.0,1.0,0.0,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,efg-high-best,efg-medium-best,0.7815385,0.6305320000000001,872.0,4.613359531416004e-10,-0.9377777777777778,5.066286097214216e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-best,efg-medium-first,0.7815385,0.6360315000000001,872.0,4.6057146338311053e-10,-0.9377777777777778,5.066286097214216e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-best,efg-medium-random,0.7815385,0.602528,886.0,1.2056679006359843e-10,-0.9688888888888889,2.4113358012719684e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-first,efg-high-random,0.7670365,0.791039,443.0,0.9234389507926871,0.015555555555555555,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,efg-high-first,efg-medium-best,0.7670365,0.6305320000000001,884.0,1.463452041097264e-10,-0.9644444444444444,2.5144694768761765e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-first,efg-medium-first,0.7670365,0.6360315000000001,885.0,1.3234049878295666e-10,-0.9666666666666667,2.5144694768761765e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-first,efg-medium-random,0.7670365,0.602528,887.0,1.0936695631098952e-10,-0.9711111111111111,2.2967060825307797e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-random,efg-medium-best,0.791039,0.6305320000000001,881.0,1.9545266693420495e-10,-0.9577777777777777,2.7363373370788694e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-random,efg-medium-first,0.791039,0.6360315000000001,883.0,1.6057385312753723e-10,-0.9622222222222222,2.5144694768761765e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-high-random,efg-medium-random,0.791039,0.602528,888.0,9.91273325385225e-11,-0.9733333333333334,2.1808013158474953e-09,significativo
A-n80-k10,elapsed_time_seconds,efg-medium-best,efg-medium-first,0.6305320000000001,0.6360315000000001,431.0,0.7844451648758307,0.042222222222222223,1.0,no_significativo
A-n80-k10,elapsed_time_seconds,efg-medium-best,efg-medium-random,0.6305320000000001,0.602528,569.0,0.07977746158810135,-0.2644444444444444,0.6518675597079718,no_significativo
A-n80-k10,elapsed_time_seconds,efg-medium-first,efg-medium-random,0.6360315000000001,0.602528,572.0,0.07242972885644132,-0.27111111111111114,0.6518675597079718,no_significativo
