run_id,algorithm,instance,seed,iter,k,current_cost,best_cost,delta,accepted,shake_applied,shake_tries,shake_invalid,vnd_rounds,vnd_improvements,neighbors_evaluated,ivns_string,ivns_string_length,ivns_complexity_score,ivns_generation_tries,ivns_strings_generated_iter,ivns_strings_valid_iter,ivns_strings_invalid_iter,ivns_strings_evaluated_iter,ivns_strings_selected_iter,ivns_strings_accepted_iter,ivns_unique_strings_iter,ivns_filter_reject_reason,elapsed_time_seconds,status,error,source_path,ivns_profile,vnd_mode,variant,configuration,ivns_time,experiment_group
ivns_F-n135-k7_4,ivns,F-n135-k7,4,7,1,7088,7088,0,False,False,,,,,0,rfrfrffee,9,31,1,1,1,0,0,1,0,7,,1.697006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,8,1,7088,7088,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,8,,1.960007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,9,1,7088,7088,0,False,False,,,,,0,rfg,3,9,1,1,1,0,0,1,0,9,,2.220008,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,10,1,7088,7088,0,False,False,,,,,0,rfrfe,5,17,2,2,1,1,0,1,0,9,Complejidad excesiva: 37 > 36.,2.484008,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,1,1,6861,6861,0,False,False,,,,,0,rffrffee,8,28,1,1,1,0,0,1,0,1,,0.289002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,2,1,6861,6861,0,False,False,,,,,0,rarffeb,7,21,1,1,1,0,0,1,0,2,,0.572003,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,3,1,6861,6861,0,False,False,,,,,0,rfrfe,5,17,1,1,1,0,0,1,0,3,,0.838004,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,4,1,6861,6861,0,False,False,,,,,0,rfg,3,9,2,2,1,1,0,1,0,4,Complejidad excesiva: 39 > 36.,1.099005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,5,1,6861,6861,0,False,False,,,,,0,rfrfrfrge,9,29,1,1,1,0,0,1,0,5,,1.386006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,6,1,6861,6861,0,False,False,,,,,0,rffrferg,8,26,1,1,1,0,0,1,0,6,,1.669007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,7,1,6861,6861,0,False,False,,,,,0,rfrg,4,12,2,2,1,1,0,1,0,7,Cadena desbalanceada por frecuencia de símbolos.,1.930007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,8,1,6861,6861,0,False,False,,,,,0,rfrffrfabee,11,35,1,1,1,0,0,1,0,8,,2.27901,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,9,1,6861,6861,0,False,False,,,,,0,rffrffrgrge,11,35,1,1,1,0,0,1,0,9,,2.608011,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,10,1,6861,6861,0,False,False,,,,,0,rffrfrfee,9,31,2,2,1,1,0,1,0,10,duplicated-string,2.900011,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/best/trace-f-n135-k7-efg-high-best-time-0.25.csv,efg-high,best,efg-high-best,efg-high-best-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,1,1,6674,6674,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,1,,0.263001,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,2,1,6674,6674,0,False,False,,,,,0,rafrfaraceb,11,32,1,1,1,0,0,1,0,2,,0.592002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,3,1,6674,6674,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,3,,0.854002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,4,1,6674,6674,0,False,False,,,,,0,rffrfrge,8,26,2,2,1,1,0,1,0,4,duplicated-string,1.131004,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,5,1,6674,6674,0,False,False,,,,,0,rfrfe,5,17,1,1,1,0,0,1,0,5,,1.395005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,6,1,6674,6674,0,False,False,,,,,0,rafferb,7,21,1,1,1,0,0,1,0,6,,1.672006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,7,1,6674,6674,0,False,False,,,,,0,raaffec,7,22,2,2,1,1,0,1,0,7,duplicated-string,1.952007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,8,1,6674,6674,0,False,False,,,,,0,rffrfrfee,9,31,1,1,1,0,0,1,0,8,,2.250008,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,9,1,6674,6674,0,False,False,,,,,0,rffrgg,6,18,4,4,1,3,0,1,0,9,duplicated-string,2.524009,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_1,ivns,F-n135-k7,1,10,1,6674,6674,0,False,False,,,,,0,rffraace,8,25,1,1,1,0,0,1,0,10,,2.811011,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,1,1,7259,7259,0,False,False,,,,,0,rfffrge,7,23,1,1,1,0,0,1,0,1,,0.292001,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,2,1,7259,7259,0,False,False,,,,,0,rfrararacbg,11,30,1,1,1,0,0,1,0,2,,0.593002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,3,1,6972,6972,-287,True,False,,,,,1,rarb,4,10,2,2,1,1,1,1,1,3,Complejidad excesiva: 37 > 36.,0.774002,ok,,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,4,1,6972,6972,0,False,False,,,,,0,rfrfe,5,17,3,3,1,2,0,1,0,4,Complejidad excesiva: 40 > 36.,1.037002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,5,1,6972,6972,0,False,False,,,,,0,rfrfrffee,9,31,2,2,1,1,0,1,0,5,duplicated-string,1.336005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,6,1,6502,6502,-470,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,6,,1.392005,ok,,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,7,1,6502,6502,0,False,False,,,,,0,rfffrge,7,23,1,1,1,0,0,1,0,6,,1.676006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,8,1,6502,6502,0,False,False,,,,,0,rffrfrfee,9,31,2,2,1,1,0,1,0,7,Complejidad excesiva: 45 > 36.,1.964007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,9,1,6130,6130,-372,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,7,,2.018007,ok,,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_2,ivns,F-n135-k7,2,10,1,6130,6130,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,8,,2.299008,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,1,1,6493,6493,-369,True,False,,,,,1,raac,4,11,1,1,1,0,1,1,1,1,,0.057,ok,,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,2,1,6493,6493,0,False,False,,,,,0,rfrfe,5,17,1,1,1,0,0,1,0,2,,0.322001,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,3,1,6493,6493,0,False,False,,,,,0,rfrfrferg,9,29,2,2,1,1,0,1,0,3,duplicated-string,0.606002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,4,1,6493,6493,0,False,False,,,,,0,rfrfrarace,10,31,3,3,1,2,0,1,0,4,Complejidad excesiva: 46 > 36.,0.899003,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,5,1,6493,6493,0,False,False,,,,,0,rffferg,7,23,2,2,1,1,0,1,0,5,Complejidad excesiva: 44 > 36.,1.174005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,6,1,6493,6493,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,6,,1.433005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,7,1,6493,6493,0,False,False,,,,,0,rffe,4,14,2,2,1,1,0,1,0,7,Complejidad excesiva: 46 > 36.,1.695006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,8,1,6493,6493,0,False,False,,,,,0,rffafferbe,10,32,1,1,1,0,0,1,0,8,,2.022008,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,9,1,6493,6493,0,False,False,,,,,0,rffrffee,8,28,1,1,1,0,0,1,0,9,,2.306009,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_3,ivns,F-n135-k7,3,10,1,6493,6493,0,False,False,,,,,0,rffrfrge,8,26,1,1,1,0,0,1,0,10,,2.58801,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,1,1,6870,6870,0,False,False,,,,,0,raafrgc,7,20,1,1,1,0,0,1,0,1,,0.271001,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,2,1,6870,6870,0,False,False,,,,,0,rfrfrferg,9,29,2,2,1,1,0,1,0,2,Cadena desbalanceada por frecuencia de símbolos.,0.549002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,3,1,6870,6870,0,False,False,,,,,0,rffe,4,14,1,1,1,0,0,1,0,3,,0.811003,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,4,1,6870,6870,0,False,False,,,,,0,rfrfe,5,17,2,2,1,1,0,1,0,4,Complejidad excesiva: 37 > 36.,1.075004,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,5,1,6870,6870,0,False,False,,,,,0,rfrg,4,12,1,1,1,0,0,1,0,5,,1.334005,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,6,1,6870,6870,0,False,False,,,,,0,rfrffrge,8,26,2,2,1,1,0,1,0,6,Complejidad excesiva: 45 > 36.,1.610006,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,7,1,6870,6870,0,False,False,,,,,0,rffrfrfergg,11,35,4,4,1,3,0,1,0,7,duplicated-string,1.912007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,8,1,6870,6870,0,False,False,,,,,0,rfffffeerg,10,34,1,1,1,0,0,1,0,8,,2.215007,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,9,1,6870,6870,0,False,False,,,,,0,rfffrfrgrge,11,35,1,1,1,0,0,1,0,9,,2.521009,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_4,ivns,F-n135-k7,4,10,1,6870,6870,0,False,False,,,,,0,rfrfrfrfee,10,34,3,3,1,2,0,1,0,10,Cadena desbalanceada por frecuencia de símbolos.,2.80901,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,1,1,6807,6807,0,False,False,,,,,0,rarac,5,14,1,1,1,0,0,1,0,1,,0.259001,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,2,1,6807,6807,0,False,False,,,,,0,rffe,4,14,3,3,1,2,0,1,0,2,Complejidad excesiva: 37 > 36.,0.527002,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,3,1,6807,6807,0,False,False,,,,,0,rfrfe,5,17,1,1,1,0,0,1,0,3,,0.791003,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
ivns_F-n135-k7_5,ivns,F-n135-k7,5,4,1,6807,6807,0,False,False,,,,,0,rfrfrfrge,9,29,1,1,1,0,0,1,0,4,,1.073004,timeout,tiempo límite agotado aplicando criterio ivns: 0.25 segundos.,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/f-n135-k7-high-times/time-0.25/first/trace-f-n135-k7-efg-high-first-time-0.25.csv,efg-high,first,efg-high-first,efg-high-first-t0.25,0.25,f_high_exploratory
