run_id,algorithm,instance,seed,known_best,max_iter,kmax,max_no_improve,shake_max_tries,generation_max_tries,vnd_mode,vnd_max_rounds,vnd_max_no_improve,time_limit_seconds,termination_reason,initial_cost,initial_solution_signature,initial_solution_shared_p,initial_solution_source,best_cost,final_cost,gap_percent,iterations,accepted_improvements,invalid_neighbors,no_improvement_neighbors,timeout_neighbors,neighbors_evaluated,generation_tries,elapsed_time_seconds,best_iteration,stagnation_iterations,feasible,status,error,ivns_string_length_avg,ivns_complexity_avg,ivns_max_neighborhood_seconds,ivns_reset_strings_on_improvement,ivns_candidates_per_iteration,ivns_candidate_selection_mode,ivns_exploration_rate,ivns_candidates_generated,ivns_candidates_valid,ivns_candidates_timeout,ivns_candidates_invalid,ivns_candidates_no_improvement,ivns_candidates_selected,ivns_candidate_success_rate,ivns_strings_generated_total,ivns_strings_valid_total,ivns_strings_invalid_total,ivns_strings_evaluated_total,ivns_strings_selected_total,ivns_strings_accepted_total,ivns_unique_strings_total,ivns_reject_too_many_r,ivns_reject_too_short,ivns_reject_too_long,ivns_reject_unbalanced,ivns_reject_missing_required_symbol,ivns_reject_forbidden_expensive_pattern,ivns_reject_semantic_invalid,ivns_reject_duplicated_string,ivns_reject_generation_limit_reached,ivns_reject_unknown,source_path,ivns_profile,variant,ivns_time,configuration,experiment_group
ivns_A-n33-k5_18,ivns,A-n33-k5,18,661,10,2,5,5,50,random,3,2,300,max_iter,1838,"32,17,26,24,21,3,8,2|23,10,6,19,28,14,16|11,9,18,27,15,13|12,20,5,31,7,30,29|22,1,4,25",false,generated_inside_algorithm,1556,1556,135.400909,10,2,0,0,8,2,18,1.941543,9,0,true,ok,,7.4,23.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,18,10,8,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_19,ivns,A-n33-k5,19,661,10,2,5,5,50,random,3,2,300,max_iter,1795,"26,29,4,22,14,24,18,2|1,3,8,17,25,20,28,16|19,30,7,23,5,27|32,21,11,13,9,10,6|15,31,12",false,generated_inside_algorithm,1664,1664,151.739792,10,1,0,0,9,1,15,2.204481,7,0,true,ok,,7.7,24.9,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,15,10,5,1,10,1,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_20,ivns,A-n33-k5,20,661,10,2,5,5,50,random,3,2,300,max_iter,1624,"26,32,16,5,31,30,9,4|21,27,25,7,8,14,28|1,3,12,23,11,13,20,19,29|15,6,17,10,18|2,24,22",false,generated_inside_algorithm,1246,1246,88.502274,10,4,0,0,6,4,15,1.48365,7,0,true,ok,,5.9,18.5,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,15,10,5,4,10,4,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_21,ivns,A-n33-k5,21,661,10,2,5,5,50,random,3,2,300,max_iter,1802,"26,32,11,18,6,30,21,8,12,29|14,28,19,24,4,1,16,10|15,5,13,7,20,23|25,22,17,2,9|31,3,27",false,generated_inside_algorithm,1290,1290,95.158852,10,4,0,0,6,4,14,1.593625,7,0,true,ok,,6.1,19.8,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,4,10,4,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_22,ivns,A-n33-k5,22,661,10,2,5,5,50,random,3,2,300,max_iter,1725,"27,4,10,14,29,20,6|5,16,19,31,30,24,26,12|11,3,9,17,13,25|8,32,18,7,23,21,2,1|22,15,28",false,generated_inside_algorithm,1249,1249,88.956131,10,4,0,0,6,4,21,1.622617,10,0,true,ok,,6.7,21.7,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,21,10,11,4,10,4,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_23,ivns,A-n33-k5,23,661,10,2,5,5,50,random,3,2,300,max_iter,1788,"1,32,20,28,12,6,29,11,25,23|26,16,2,27,9,3,14|5,22,24,21,8,4,17|18,15,7,30,10|13,31,19",false,generated_inside_algorithm,1371,1371,107.41301,10,4,0,0,6,4,18,1.740589,9,0,true,ok,,6.4,21.1,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,18,10,8,4,10,4,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_24,ivns,A-n33-k5,24,661,10,2,5,5,50,random,3,2,300,max_iter,1730,"32,19,11,17,20,6,5,30|1,4,15,9,26,12,2,21|29,24,23,18,25,27,28|8,13,3,14,31,10|22,16,7",false,generated_inside_algorithm,1585,1585,139.788193,10,1,0,0,9,1,16,2.15849,3,0,true,ok,,7.9,24.8,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,1,10,1,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_25,ivns,A-n33-k5,25,661,10,2,5,5,50,random,3,2,300,max_iter,1882,"32,1,26,16,29,13,25,27,21|11,4,7,3,2,20,15|24,14,30,23,8,22,28|19,17,12,18,9,10|31,5,6",false,generated_inside_algorithm,1270,1270,92.133125,10,4,0,0,6,4,16,1.629615,8,0,true,ok,,7.1,22.2,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,4,10,4,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_26,ivns,A-n33-k5,26,661,10,2,5,5,50,random,3,2,300,max_iter,1742,"2,31,8,10,27|26,4,24,13,22,16,30|3,23,6,18,5,7,11,20|32,15,25,21,14,17,9|29,1,12,28,19",false,generated_inside_algorithm,1400,1400,111.800301,10,3,0,0,7,3,19,1.755585,8,0,true,ok,,6.5,20.6,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,19,10,9,3,10,3,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_27,ivns,A-n33-k5,27,661,10,2,5,5,50,random,3,2,300,max_iter,1828,"32,26,9,12,24,8,16,11,15,14|3,25,10,21,2,6|5,18,27,4,22,19,29|20,1,28,30,17,13|23,7,31",false,generated_inside_algorithm,1469,1469,122.239029,10,3,0,0,7,3,12,1.894552,8,0,true,ok,,6.7,21.2,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,12,10,2,3,10,3,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_28,ivns,A-n33-k5,28,661,10,2,5,5,50,random,3,2,300,max_iter,1739,"31,22,10,30,1,14,26|32,13,5,3,20,21,23,7|12,11,25,19,18,28,15,8|4,29,6,24,2,27|17,9,16",false,generated_inside_algorithm,1248,1248,88.80484,10,4,0,0,6,4,14,1.539635,10,0,true,ok,,5.6,18.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,4,10,4,7,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_29,ivns,A-n33-k5,29,661,10,2,5,5,50,random,3,2,300,max_iter,1743,"26,15,17,29,25,2,14|12,8,28,24,6,21,1,10|32,20,31,16,5,23,3,22|30,19,9,27,11,18|4,13,7",false,generated_inside_algorithm,1269,1269,91.98185,10,4,0,0,6,4,13,1.559631,8,0,true,ok,,5.6,17.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,13,10,3,4,10,4,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n33-k5_30,ivns,A-n33-k5,30,661,10,2,5,5,50,random,3,2,300,max_iter,2002,"26,11,12,16,7,31,4,9|8,30,28,13,18,15|5,20,17,1,2,10,21|32,27,6,19,22,29,14|23,25,3,24",false,generated_inside_algorithm,1613,1613,144.0242,10,2,0,0,8,2,14,2.02852,6,0,true,ok,,7.4,24.0,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_1,ivns,A-n65-k9,1,1174,10,2,5,5,50,random,3,2,300,max_iter,3602,"45,11,57,32,34,18,12,43,7,55|19,26,4,41,1,30,61,60,25|48,10,8,59,21,20,50|51,46,42,16,36,49,24,47|38,37,54,58,5,23,52|39,14,17,62,27,56|35,3,9,22,29,13,40|6,63,15,28,53|64,33,2,44,31",false,generated_inside_algorithm,3324,3324,183.134583,10,2,0,0,8,2,16,2.305453,9,0,true,ok,,7.8,24.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_2,ivns,A-n65-k9,2,1174,10,2,5,5,50,random,3,2,300,max_iter,4236,"57,45,19,28,29,22,50,17,55|42,9,7,15,56,2|58,52,14,3,40,43,13|39,36,11,47,26,59,25,20|61,35,48,32,33,60,62,46,10,49|23,21,31,4,54,41|18,51,5,53,12,16,44|27,6,63,38,37,8|24,34,64,30,1",false,generated_inside_algorithm,3483,3483,196.678024,10,4,0,0,6,4,10,1.848562,10,0,true,ok,,6.9,21.7,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,10,10,0,4,10,4,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_3,ivns,A-n65-k9,3,1174,10,2,5,5,50,random,3,2,300,max_iter,3561,"57,48,63,51,26,9,1,11,30|18,46,44,59,7,45,50,43|35,42,53,24,5,19,13,20|61,32,41,10,23,16,14,15,22|52,62,4,55,6,25,40|39,58,17,28,33,56|47,21,31,27,37,54|49,12,60,38,8,36|2,64,29,3,34",false,generated_inside_algorithm,3234,3234,175.468475,10,2,0,0,8,2,13,2.026519,10,0,true,ok,,7.1,22.6,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,13,10,3,2,10,2,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_4,ivns,A-n65-k9,4,1174,10,2,5,5,50,random,3,2,300,max_iter,3923,"21,32,23,56,5,49,4,41|19,51,48,27,2,57,7,55,34|63,6,46,15,14,9|42,26,45,11,30,62,33,16,61,31|29,10,36,12,47,44|28,39,38,50,24,52,22,60|35,25,43,18,8,20|37,1,3,64,13,58,59|40,17,53,54",false,generated_inside_algorithm,3326,3326,183.304947,10,3,0,0,7,3,16,2.059511,7,0,true,ok,,8.0,25.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,3,10,3,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_5,ivns,A-n65-k9,5,1174,10,2,5,5,50,random,3,2,300,max_iter,3997,"48,11,23,63,36,10,49,45|19,26,53,34,27,56,3|32,28,57,9,43,55,4|61,22,24,35,8,52,62,54|51,1,42,37,15,39,30,6|47,2,12,33,14,20|60,59,38,31,40,25|18,17,41,13,58,7,29|64,16,21,5,44,50,46",false,generated_inside_algorithm,3638,3638,209.880753,10,2,0,0,8,2,14,2.183482,8,0,true,ok,,8.4,26.9,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,2,10,2,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_6,ivns,A-n65-k9,6,1174,10,2,5,5,50,random,3,2,300,max_iter,3907,"23,29,46,60,48,7,54|19,5,28,36,57,61,38,53,33,32,11|45,35,39,16,6,47,13,59,25|42,49,9,50,55,44|37,15,2,18,58,56|26,52,31,30,17,8|14,4,34,40,41,10,51,12|1,43,3,62,27,21|24,20,63,64,22",false,generated_inside_algorithm,3704,3704,215.502548,10,1,0,0,9,1,16,2.255464,1,0,true,ok,,6.9,21.4,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,1,10,1,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_7,ivns,A-n65-k9,7,1174,10,2,5,5,50,random,3,2,300,max_iter,3562,"19,42,54,34,50,45,26,57,32,29,24|18,55,21,5,53,39,17|48,11,22,44,61,14,1,49,30|51,35,62,37,13,46,23,52,16|38,4,60,27,6,31|59,40,58,28,2,15|7,10,63,33,20,12|3,41,36,9,25|8,56,47,64,43",false,generated_inside_algorithm,3240,3240,175.979553,10,2,0,0,8,2,14,1.878554,7,0,true,ok,,6.6,20.5,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,2,10,2,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_8,ivns,A-n65-k9,8,1174,10,2,5,5,50,random,3,2,300,max_iter,3927,"26,37,18,41,46,63,38,11,16,50|51,19,62,24,7,40,39,2,32|45,57,4,20,59,61,60,3,52|48,22,42,9,36,34,6|12,30,53,23,25|13,58,55,43,31|35,21,27,47,5,44,8|10,54,14,17,33,49|15,29,28,1,64,56",false,generated_inside_algorithm,3541,3541,201.618408,10,2,0,0,8,2,13,2.073507,7,0,true,ok,,6.5,20.9,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,13,10,3,2,10,2,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_9,ivns,A-n65-k9,9,1174,10,2,5,5,50,random,3,2,300,max_iter,3816,"42,11,38,63,30,54,34|52,51,22,49,44,60,48,28|45,19,61,35,25,32,26,1,40,10,21,62|33,58,3,8,7,53|46,36,13,31,20,47|15,41,12,23,27,9|57,55,14,18,17,43,39|6,64,37,59,56,4|50,2,16,29,24,5",false,generated_inside_algorithm,3630,3630,209.19931,10,1,0,0,9,1,21,2.093502,10,0,true,ok,,6.8,20.8,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,21,10,11,1,10,1,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_10,ivns,A-n65-k9,10,1174,10,2,5,5,50,random,3,2,300,max_iter,4009,"19,45,51,52,31,16,41,38,33,39,50|32,22,54,17,10,30,35|61,11,7,3,26,48,47,46,6,42,28|57,29,9,58,15,59,1|4,55,34,5,25,56|20,13,62,44,53|43,27,14,12,49,23|18,36,60,63,40,21|2,8,64,24,37",false,generated_inside_algorithm,3602,3602,206.814316,10,2,0,0,8,2,14,1.883552,9,0,true,ok,,6.5,20.9,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,14,10,4,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_11,ivns,A-n65-k9,11,1174,10,2,5,5,50,random,3,2,300,max_iter,3918,"19,48,51,13,39,18,17,30,63|26,12,3,4,8,31,23|61,11,37,2,57,9,5,34|54,55,36,25,7,33|24,50,38,58,53,32,28|6,52,43,29,15,16,41|45,47,42,46,14,22,35,49,62,40|64,56,20,21,10|60,1,27,59,44",false,generated_inside_algorithm,3680,3680,213.458252,10,1,0,0,9,1,16,2.207474,2,0,true,ok,,7.7,25.1,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,1,10,1,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_12,ivns,A-n65-k9,12,1174,10,2,5,5,50,random,3,2,300,max_iter,4064,"19,35,11,6,37,32,2,7,24|39,60,12,18,17,57,52,55|48,3,20,30,47,8|45,28,34,25,54,33,16,26|61,63,14,62,1,4,15,10|46,42,36,50,38,53,31|5,27,43,13,51,40,49,21|58,41,9,56,22|64,29,23,44,59",false,generated_inside_algorithm,3719,3719,216.780228,10,2,0,0,8,2,10,1.911545,9,0,true,ok,,6.4,19.8,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,10,10,0,2,10,2,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_13,ivns,A-n65-k9,13,1174,10,2,5,5,50,random,3,2,300,max_iter,3796,"61,48,19,26,52,35,58,22,3,11,33,56|32,50,16,59,29,10,51,45,17|15,34,43,41,21,49,5|30,46,28,6,38,60|42,39,31,24,18,40,1,7|25,53,62,37,63,57|55,4,36,23,27,12|13,9,14,20,44|54,47,64,2,8",false,generated_inside_algorithm,3460,3460,194.718903,10,2,0,0,8,2,16,1.919543,5,0,true,ok,,6.5,21.1,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,16,10,6,2,10,2,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_14,ivns,A-n65-k9,14,1174,10,2,5,5,50,random,3,2,300,max_iter,3782,"3,36,19,2,17,10|35,46,54,52,51,8,22,43,61|39,26,6,37,44,23,50|11,58,4,30,15,12,40,33|48,32,45,18,56,5,31,34,1|27,21,14,38,20,42,24|57,62,49,60,59,28,41|13,29,25,47,64,16,55|53,9,7,63",false,generated_inside_algorithm,3278,3278,179.216354,10,3,0,0,7,3,20,2.081504,8,0,true,ok,,6.9,22.4,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,20,10,10,3,10,3,7,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_15,ivns,A-n65-k9,15,1174,10,2,5,5,50,random,3,2,300,max_iter,4006,"19,26,48,42,58,8,16,28,52,49,39|61,32,31,44,17,30|51,59,40,47,12,20,37|4,38,2,35,10,22,18,23|45,11,55,3,1,14,27,36|57,46,41,24,53,6,50|13,43,34,33,15,7,29|9,60,63,21,62|5,64,56,54,25",false,generated_inside_algorithm,3666,3666,212.265747,10,2,0,0,8,2,15,2.13949,9,0,true,ok,,6.2,20.1,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,15,10,5,2,10,2,8,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_16,ivns,A-n65-k9,16,1174,10,2,5,5,50,random,3,2,300,max_iter,3911,"59,51,40,12,9,19,11,52,55|26,32,35,60,36,42,13,47,45,62,61|38,44,33,24,27,34|4,21,29,25,43,46,6|7,3,58,18,31,23,48|56,41,10,16,22,30|57,49,17,20,37,8|64,39,50,15,53,63,14|1,5,54,2,28",false,generated_inside_algorithm,3629,3629,209.114151,10,2,0,0,8,2,24,1.882552,10,0,true,ok,,6.1,19.3,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,24,10,14,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_17,ivns,A-n65-k9,17,1174,10,2,5,5,50,random,3,2,300,max_iter,4050,"19,45,32,62,26,59,35,52,63,16,10|31,24,60,13,51,15,42|18,34,3,5,40,28,38,61,22|11,46,20,36,4,33,48,56|47,7,37,41,2,54|50,9,1,44,49,12|57,30,53,21,43,27|29,6,55,17,23|64,8,39,25,58,14",false,generated_inside_algorithm,3711,3711,216.098816,10,2,0,0,8,2,13,2.122493,6,0,true,ok,,7.0,21.4,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,13,10,3,2,10,2,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_18,ivns,A-n65-k9,18,1174,10,2,5,5,50,random,3,2,300,max_iter,3876,"57,19,13,45,26,2,62,31,34|42,35,28,21,22,41,54,6|61,36,24,44,14,18,59|39,48,5,29,9,17,58|32,12,20,56,37,38,11,33|46,47,52,40,63,15,53|7,8,27,55,23,50|4,51,30,3,60,43|16,1,10,49,64,25",false,generated_inside_algorithm,3167,3167,169.761505,10,5,0,0,5,5,19,1.541632,10,0,true,ok,,5.8,18.5,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,19,10,9,5,10,5,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_19,ivns,A-n65-k9,19,1174,10,2,5,5,50,random,3,2,300,max_iter,3814,"26,15,57,1,34,55,4,19,13,35,7|45,22,48,11,52,59,5,54,17,33|16,61,40,38,50,24,32,37,14|10,9,29,44,3|51,42,31,21,23,46,30|2,27,18,41,20,12|39,63,49,43,25,62|56,36,8,28,58|64,53,47,60,6",false,generated_inside_algorithm,3814,3814,224.872238,10,0,0,0,10,0,18,2.295452,0,0,true,ok,,7.3,22.9,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,18,10,8,0,10,0,10,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
ivns_A-n65-k9_20,ivns,A-n65-k9,20,1174,10,2,5,5,50,random,3,2,300,max_iter,3781,"13,19,51,60,53,12,37,48,5|57,45,18,58,56,11,31,8|52,59,61,40,62,41,17,42,4|35,34,46,28,20,50,10|55,33,21,6,39,14,36|32,38,26,49,29,3,16,25,22|9,2,47,15,23|7,24,63,30,27|54,43,64,1,44",false,generated_inside_algorithm,3241,3241,176.064743,10,4,0,0,6,4,13,1.632611,10,0,true,ok,,6.1,20.0,0.2,True,0,none,0.0,0,0,0,0,0,0,0.0,13,10,3,4,10,4,9,0,0,0,0,0,0,0,0,0,0,/home/olivia3/Proyectos Uni/vrp/results/pruebas-personales/ivns-variants-time-0.20/efg-high-random/summary-ivns-efg-high-random-time-0.20.csv,efg-high,efg-high-random,0.2,efg-high-random-t0.20,a_time_exploratory
