"run_id","algorithm","instance","seed","known_best","max_iter","kmax","max_no_improve","shake_max_tries","generation_max_tries","vnd_mode","vnd_max_rounds","vnd_max_no_improve","time_limit_seconds","termination_reason","initial_cost","initial_solution_signature","initial_solution_shared_p","initial_solution_source","best_cost","final_cost","gap_percent","iterations","accepted_improvements","invalid_neighbors","no_improvement_neighbors","timeout_neighbors","neighbors_evaluated","generation_tries","elapsed_time_seconds","best_iteration","stagnation_iterations","feasible","status","error","ivns_string_length_avg","ivns_complexity_avg","ivns_max_neighborhood_seconds","ivns_reset_strings_on_improvement","ivns_candidates_per_iteration","ivns_candidate_selection_mode","ivns_exploration_rate","ivns_candidates_generated","ivns_candidates_valid","ivns_candidates_timeout","ivns_candidates_invalid","ivns_candidates_no_improvement","ivns_candidates_selected","ivns_candidate_success_rate","ivns_strings_generated_total","ivns_strings_valid_total","ivns_strings_invalid_total","ivns_strings_evaluated_total","ivns_strings_selected_total","ivns_strings_accepted_total","ivns_unique_strings_total","ivns_reject_too_many_r","ivns_reject_too_short","ivns_reject_too_long","ivns_reject_unbalanced","ivns_reject_missing_required_symbol","ivns_reject_forbidden_expensive_pattern","ivns_reject_semantic_invalid","ivns_reject_duplicated_string","ivns_reject_generation_limit_reached","ivns_reject_unknown"
"ivns_A-n33-k5_1","ivns","A-n33-k5",1,661,10,2,5,5,50,random,3,2,300,"max_iter",1874,"16,6,15,20,4,1,9,8|32,12,3,11,25,26,21,7,19,14|23,22,2,13,18,29|10,17,5,24,28,30|27,31","false","generated_inside_algorithm",1671,1671,152.798782,10,1,0,0,9,1,13,2.228482,10,0,"true","ok","",8.100000,26.600000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,13,10,3,1,10,1,10,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_2","ivns","A-n33-k5",2,661,10,2,5,5,50,random,3,2,300,"max_iter",1940,"19,26,15,12,1,30,14,18,8|11,17,27,23,31,5|32,20,22,10,25,2,4|24,29,16,7,21,13,28|9,3,6","false","generated_inside_algorithm",1368,1368,106.959152,10,3,0,0,7,3,14,1.700604,7,0,"true","ok","",6.400000,20.700000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,14,10,4,3,10,3,9,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_3","ivns","A-n33-k5",3,661,10,2,5,5,50,random,3,2,300,"max_iter",1835,"26,28,14,13,30,24,15|5,11,31,12,27,4,9|32,19,17,29,7,3,23|25,20,22,2,6,1,21|8,10,18,16","false","generated_inside_algorithm",1671,1671,152.798782,10,1,0,0,9,1,11,2.154498,4,0,"true","ok","",7.700000,25.200000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,11,10,1,1,10,1,10,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_4","ivns","A-n33-k5",4,661,10,2,5,5,50,random,3,2,300,"max_iter",1645,"26,22,20,2,23,14,18,1,11|32,29,31,19,16,21,5,4,12|7,6,15,28,17|10,8,9,3,30,24|13,25,27","false","generated_inside_algorithm",1267,1267,91.679276,10,4,0,0,6,4,13,1.621622,10,0,"true","ok","",6.200000,20.400000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,13,10,3,4,10,4,8,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_5","ivns","A-n33-k5",5,661,10,2,5,5,50,random,3,2,300,"max_iter",1942,"30,11,4,23,10,24,25|5,13,3,14,12,7,6|32,17,22,21,29,15,9|16,18,26,2,31,1,19,20|28,27,8","false","generated_inside_algorithm",1546,1546,133.888062,10,2,0,0,8,2,12,2.015530,9,0,"true","ok","",7.600000,23.600000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,12,10,2,2,10,2,9,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_6","ivns","A-n33-k5",6,661,10,2,5,5,50,random,3,2,300,"max_iter",1912,"26,22,4,14,16,29,1,30,23|12,20,27,11,24,15,31|32,28,8,6,5,13,19|7,17,10,9,21|3,2,18,25","false","generated_inside_algorithm",1206,1206,82.450829,10,6,0,0,4,6,15,1.297697,10,0,"true","ok","",6,19.300000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,15,10,5,6,10,6,7,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_7","ivns","A-n33-k5",7,661,10,2,5,5,50,random,3,2,300,"max_iter",1843,"26,12,6,2,16,19,17|31,30,10,27,20,11|1,3,4,15,13,14,8,29|21,22,28,24,23,5,7|25,9,32,18","false","generated_inside_algorithm",1199,1199,81.391830,10,6,0,0,4,6,19,1.187722,10,0,"true","ok","",5.500000,17.800000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,19,10,9,6,10,6,7,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_8","ivns","A-n33-k5",8,661,10,2,5,5,50,random,3,2,300,"max_iter",2004,"1,9,18,29,13,19,25,11|20,26,31,17,12,2,16|14,4,5,22,24,30,6|32,27,23,21,10,8,28|7,3,15","false","generated_inside_algorithm",1351,1351,104.387299,10,5,0,0,5,5,13,1.359682,10,0,"true","ok","",5.900000,19.200000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,13,10,3,5,10,5,7,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_9","ivns","A-n33-k5",9,661,10,2,5,5,50,random,3,2,300,"max_iter",2018,"11,26,21,16,14,20,5,22,6,12|32,29,8,10,13,28,30|1,23,2,17,18,15|24,4,25,19,7,27|3,31,9","false","generated_inside_algorithm",1471,1471,122.541603,10,4,0,0,6,4,14,1.672609,10,0,"true","ok","",7,22,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,14,10,4,4,10,4,8,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_10","ivns","A-n33-k5",10,661,10,2,5,5,50,random,3,2,300,"max_iter",1754,"26,8,19,10,4,23,24,29,1|32,11,5,25,9,14,20,30,28|21,22,2,17,6|31,18,15,7,3,12|13,27,16","false","generated_inside_algorithm",1404,1404,112.405441,10,3,0,0,7,3,18,1.799579,7,0,"true","ok","",7.500000,23.600000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,18,10,8,3,10,3,9,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_11","ivns","A-n33-k5",11,661,10,2,5,5,50,random,3,2,300,"max_iter",1818,"26,32,25,17,5,23,4,9|8,16,29,13,24,10,19|21,22,12,14,28,20,1,2|3,30,27,11,15,7|31,18,6","false","generated_inside_algorithm",1386,1386,109.682297,10,3,0,0,7,3,14,1.746590,9,0,"true","ok","",6.900000,22.500000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,14,10,4,3,10,3,10,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_12","ivns","A-n33-k5",12,661,10,2,5,5,50,random,3,2,300,"max_iter",1896,"26,32,24,10,22,6,16,28|25,19,13,30,15,5|3,18,11,21,1,9,8,17|7,23,12,4,14,2,29|31,20,27","false","generated_inside_algorithm",1332,1332,101.512863,10,5,0,0,5,5,19,1.324690,9,0,"true","ok","",5.100000,16.200000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,19,10,9,5,10,5,7,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_13","ivns","A-n33-k5",13,661,10,2,5,5,50,random,3,2,300,"max_iter",1741,"32,18,4,20,14,19,10,22|26,16,9,12,24,17,3,21|1,28,7,27,6,23,11|29,25,8,13,31,30|2,15,5","false","generated_inside_algorithm",1280,1280,93.645988,10,4,0,0,6,4,12,1.594626,8,0,"true","ok","",6,18.800000,0.200000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,12,10,2,4,10,4,8,0,0,0,0,0,0,0,0,0,0
