"run_id","algorithm","instance","seed","known_best","max_iter","kmax","max_no_improve","shake_max_tries","generation_max_tries","vnd_mode","vnd_max_rounds","vnd_max_no_improve","time_limit_seconds","termination_reason","initial_cost","initial_solution_signature","initial_solution_shared_p","initial_solution_source","best_cost","final_cost","gap_percent","iterations","accepted_improvements","invalid_neighbors","no_improvement_neighbors","timeout_neighbors","neighbors_evaluated","generation_tries","elapsed_time_seconds","best_iteration","stagnation_iterations","feasible","status","error","ivns_string_length_avg","ivns_complexity_avg","ivns_max_neighborhood_seconds","ivns_reset_strings_on_improvement","ivns_candidates_per_iteration","ivns_candidate_selection_mode","ivns_exploration_rate","ivns_candidates_generated","ivns_candidates_valid","ivns_candidates_timeout","ivns_candidates_invalid","ivns_candidates_no_improvement","ivns_candidates_selected","ivns_candidate_success_rate","ivns_strings_generated_total","ivns_strings_valid_total","ivns_strings_invalid_total","ivns_strings_evaluated_total","ivns_strings_selected_total","ivns_strings_accepted_total","ivns_unique_strings_total","ivns_reject_too_many_r","ivns_reject_too_short","ivns_reject_too_long","ivns_reject_unbalanced","ivns_reject_missing_required_symbol","ivns_reject_forbidden_expensive_pattern","ivns_reject_semantic_invalid","ivns_reject_duplicated_string","ivns_reject_generation_limit_reached","ivns_reject_unknown"
"ivns_A-n33-k5_1","ivns","A-n33-k5",1,661,10,2,5,5,50,best,3,2,60,"max_iter",1816,"7,16,11,6,1,5,8,29,23,26|32,2,19,22,4,24,21|12,15,14,9,30,27|18,17,25,28,20,10|31,13,3","false","generated_inside_algorithm",1156,1156,74.886536,10,8,0,0,2,8,17,0.278012,10,0,"true","ok","",4,10.700000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,17,10,7,8,10,8,7,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_2","ivns","A-n33-k5",2,661,10,2,5,5,50,best,3,2,60,"max_iter",1845,"32,6,20,26,29,22,19,15,14|23,17,7,12,8,27|5,4,16,13,21,18,30|11,24,9,31,2,25|10,28,1,3","false","generated_inside_algorithm",1136,1136,71.860817,10,9,0,0,1,9,19,0.326016,10,0,"true","ok","",4.500000,13.200000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,19,10,9,9,10,9,5,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_3","ivns","A-n33-k5",3,661,10,2,5,5,50,best,3,2,60,"max_iter",1732,"7,8,27,31,17|16,11,28,1,25,15,20,5,29,14|32,26,24,6,4,19,23,22|3,21,9,12,10,18|13,2,30","false","generated_inside_algorithm",999,999,51.134647,10,10,0,0,0,10,15,0.159007,10,0,"true","ok","",3.900000,10.500000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,15,10,5,10,10,10,6,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_4","ivns","A-n33-k5",4,661,10,2,5,5,50,best,3,2,60,"max_iter",1803,"20,13,2,14,31,21,26|32,3,10,22,11,27,18|7,9,5,8,16,29,6,12|23,1,28,25,24,17,19|15,4,30","false","generated_inside_algorithm",1018,1018,54.009079,10,10,0,0,0,10,16,0.239012,10,0,"true","ok","",3.900000,11.300000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,16,10,6,10,10,10,6,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_5","ivns","A-n33-k5",5,661,10,2,5,5,50,best,3,2,60,"max_iter",1726,"28,15,26,27,25,21,8,29|1,11,9,30,22,12,13|32,31,6,7,5,3,19|23,4,17,18,10,20|14,16,2,24","false","generated_inside_algorithm",1111,1111,68.078667,10,10,0,0,0,10,17,0.156006,10,0,"true","ok","",3.500000,10.100000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,17,10,7,10,10,10,3,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_6","ivns","A-n33-k5",6,661,10,2,5,5,50,best,3,2,60,"max_iter",1693,"26,27,10,2,18,9|11,5,3,1,14,21,6,16,30|32,23,24,12,15,20,8,31|7,28,17,13,22|19,29,25,4","false","generated_inside_algorithm",1093,1093,65.355522,10,10,0,0,0,10,15,0.214011,10,0,"true","ok","",3.700000,10.600000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,15,10,5,10,10,10,6,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_7","ivns","A-n33-k5",7,661,10,2,5,5,50,best,3,2,60,"max_iter",1776,"5,9,20,28,27,3,25|26,32,29,12,7,22,15,10|16,2,6,21,1,17,8|18,24,11,14,13,23,19|4,30,31","false","generated_inside_algorithm",1065,1065,61.119514,10,9,0,0,1,9,20,0.232011,10,0,"true","ok","",3.900000,10.900000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,20,10,10,9,10,9,6,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_8","ivns","A-n33-k5",8,661,10,2,5,5,50,best,3,2,60,"max_iter",1632,"32,26,30,3,27,21,1,14,19|17,23,8,22,20,18,29|5,4,16,2,13,11,6|12,9,15,25,7,28|24,10,31","false","generated_inside_algorithm",1139,1139,72.314674,10,10,0,0,0,10,14,0.212011,10,0,"true","ok","",3.700000,11,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,14,10,4,10,10,10,5,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_9","ivns","A-n33-k5",9,661,10,2,5,5,50,best,3,2,60,"max_iter",1651,"32,29,26,7,4,14,13,12,25|1,19,3,20,28,8,5,2|15,27,24,6,23,11|16,22,9,30,10,18|31,17,21","false","generated_inside_algorithm",999,999,51.134647,10,9,0,0,1,9,23,0.181009,10,0,"true","ok","",4,11.300000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,23,10,13,9,10,9,6,0,0,0,0,0,0,0,0,0,0
"ivns_A-n33-k5_10","ivns","A-n33-k5",10,661,10,2,5,5,50,best,3,2,60,"max_iter",1752,"1,7,8,29,17,24,30|25,19,28,16,27,13|26,20,11,31,14,21,9,12,18|5,32,2,15,22,23,4|3,10,6","false","generated_inside_algorithm",1140,1140,72.465965,10,10,0,0,0,10,16,0.220010,10,0,"true","ok","",3.700000,10.500000,0.050000,"true",0,"none",0.000000,0,0,0,0,0,0,0.000000,16,10,6,10,10,10,4,0,0,0,0,0,0,0,0,0,0
