run_id,algorithm,instance,seed,known_best,max_iter,kmax,max_no_improve,shake_max_tries,generation_max_tries,vnd_mode,vnd_max_rounds,vnd_max_no_improve,time_limit_seconds,termination_reason,initial_cost,initial_solution_signature,initial_solution_shared_p,initial_solution_source,best_cost,final_cost,gap_percent,iterations,accepted_improvements,invalid_neighbors,no_improvement_neighbors,timeout_neighbors,neighbors_evaluated,generation_tries,elapsed_time_seconds,best_iteration,stagnation_iterations,feasible,status,error,ivns_string_length_avg,ivns_complexity_avg,ivns_max_neighborhood_seconds,ivns_reset_strings_on_improvement,ivns_candidates_per_iteration,ivns_candidate_selection_mode,ivns_exploration_rate,ivns_candidates_generated,ivns_candidates_valid,ivns_candidates_timeout,ivns_candidates_invalid,ivns_candidates_no_improvement,ivns_candidates_selected,ivns_candidate_success_rate,ivns_strings_generated_total,ivns_strings_valid_total,ivns_strings_invalid_total,ivns_strings_evaluated_total,ivns_strings_selected_total,ivns_strings_accepted_total,ivns_unique_strings_total,ivns_reject_too_many_r,ivns_reject_too_short,ivns_reject_too_long,ivns_reject_unbalanced,ivns_reject_missing_required_symbol,ivns_reject_forbidden_expensive_pattern,ivns_reject_semantic_invalid,ivns_reject_duplicated_string,ivns_reject_generation_limit_reached,ivns_reject_unknown,ivns_profile,mode_from_file
ivns_A-n33-k5_1,ivns,A-n33-k5,1,661,10,2,5,5,50,best,3,2,60,max_iter,1816,"7,16,11,6,1,5,8,29,23,26|32,2,19,22,4,24,21|12,15,14,9,30,27|18,17,25,28,20,10|31,13,3",false,generated_inside_algorithm,1156,1156,74.886536,10,8,0,0,2,8,17,0.278012,10,0,true,ok,,4,10.700000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,17,10,7,8,10,8,7,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_2,ivns,A-n33-k5,2,661,10,2,5,5,50,best,3,2,60,max_iter,1845,"32,6,20,26,29,22,19,15,14|23,17,7,12,8,27|5,4,16,13,21,18,30|11,24,9,31,2,25|10,28,1,3",false,generated_inside_algorithm,1136,1136,71.860817,10,9,0,0,1,9,19,0.326016,10,0,true,ok,,4.500000,13.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_3,ivns,A-n33-k5,3,661,10,2,5,5,50,best,3,2,60,max_iter,1732,"7,8,27,31,17|16,11,28,1,25,15,20,5,29,14|32,26,24,6,4,19,23,22|3,21,9,12,10,18|13,2,30",false,generated_inside_algorithm,999,999,51.134647,10,10,0,0,0,10,15,0.159007,10,0,true,ok,,3.900000,10.500000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,15,10,5,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_4,ivns,A-n33-k5,4,661,10,2,5,5,50,best,3,2,60,max_iter,1803,"20,13,2,14,31,21,26|32,3,10,22,11,27,18|7,9,5,8,16,29,6,12|23,1,28,25,24,17,19|15,4,30",false,generated_inside_algorithm,1018,1018,54.009079,10,10,0,0,0,10,16,0.239012,10,0,true,ok,,3.900000,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_5,ivns,A-n33-k5,5,661,10,2,5,5,50,best,3,2,60,max_iter,1726,"28,15,26,27,25,21,8,29|1,11,9,30,22,12,13|32,31,6,7,5,3,19|23,4,17,18,10,20|14,16,2,24",false,generated_inside_algorithm,1111,1111,68.078667,10,10,0,0,0,10,17,0.156006,10,0,true,ok,,3.500000,10.100000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,17,10,7,10,10,10,3,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_6,ivns,A-n33-k5,6,661,10,2,5,5,50,best,3,2,60,max_iter,1693,"26,27,10,2,18,9|11,5,3,1,14,21,6,16,30|32,23,24,12,15,20,8,31|7,28,17,13,22|19,29,25,4",false,generated_inside_algorithm,1093,1093,65.355522,10,10,0,0,0,10,15,0.214011,10,0,true,ok,,3.700000,10.600000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,15,10,5,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_7,ivns,A-n33-k5,7,661,10,2,5,5,50,best,3,2,60,max_iter,1776,"5,9,20,28,27,3,25|26,32,29,12,7,22,15,10|16,2,6,21,1,17,8|18,24,11,14,13,23,19|4,30,31",false,generated_inside_algorithm,1065,1065,61.119514,10,9,0,0,1,9,20,0.232011,10,0,true,ok,,3.900000,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,20,10,10,9,10,9,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_8,ivns,A-n33-k5,8,661,10,2,5,5,50,best,3,2,60,max_iter,1632,"32,26,30,3,27,21,1,14,19|17,23,8,22,20,18,29|5,4,16,2,13,11,6|12,9,15,25,7,28|24,10,31",false,generated_inside_algorithm,1139,1139,72.314674,10,10,0,0,0,10,14,0.212011,10,0,true,ok,,3.700000,11,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,14,10,4,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_9,ivns,A-n33-k5,9,661,10,2,5,5,50,best,3,2,60,max_iter,1651,"32,29,26,7,4,14,13,12,25|1,19,3,20,28,8,5,2|15,27,24,6,23,11|16,22,9,30,10,18|31,17,21",false,generated_inside_algorithm,999,999,51.134647,10,9,0,0,1,9,23,0.181009,10,0,true,ok,,4,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,23,10,13,9,10,9,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_10,ivns,A-n33-k5,10,661,10,2,5,5,50,best,3,2,60,max_iter,1752,"1,7,8,29,17,24,30|25,19,28,16,27,13|26,20,11,31,14,21,9,12,18|5,32,2,15,22,23,4|3,10,6",false,generated_inside_algorithm,1140,1140,72.465965,10,10,0,0,0,10,16,0.220010,10,0,true,ok,,3.700000,10.500000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,10,10,10,4,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_11,ivns,A-n33-k5,11,661,10,2,5,5,50,best,3,2,60,max_iter,1708,"32,29,18,21,6,19,26,12,13|5,2,16,27,4,20,23|1,10,30,7,28,9|8,25,11,22,3,14,17|24,15,31",false,generated_inside_algorithm,1087,1087,64.447807,10,8,0,0,2,8,14,0.341016,10,0,true,ok,,4.100000,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,14,10,4,8,10,8,7,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_12,ivns,A-n33-k5,12,661,10,2,5,5,50,best,3,2,60,max_iter,1924,"16,3,21,24,28,30,15|5,10,2,20,9,13|11,4,22,12,23,29,25,26,19|1,8,31,17,7,6|27,14,32,18",false,generated_inside_algorithm,1014,1014,53.403931,10,10,0,0,0,10,22,0.173009,10,0,true,ok,,4,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,22,10,12,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_13,ivns,A-n33-k5,13,661,10,2,5,5,50,best,3,2,60,max_iter,1893,"21,4,3,7,30,17|32,26,18,8,23,24,22,5,29,14|20,1,15,11,27,13,6|16,31,25,28,19,12|10,9,2",false,generated_inside_algorithm,1200,1200,81.543121,10,9,0,0,1,9,20,0.225012,10,0,true,ok,,3.800000,10.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,20,10,10,9,10,9,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_14,ivns,A-n33-k5,14,661,10,2,5,5,50,best,3,2,60,max_iter,1837,"26,11,12,8,31,28,2,21|1,32,15,3,17,27,24|20,18,16,19,6,5,22,29|13,9,14,23,7,25|10,4,30",false,generated_inside_algorithm,1266,1266,91.527985,10,8,0,0,2,8,20,0.320014,10,0,true,ok,,3.500000,10.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,20,10,10,8,10,8,4,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_15,ivns,A-n33-k5,15,661,10,2,5,5,50,best,3,2,60,max_iter,1710,"32,25,3,26,22,1,16,27,29|8,10,13,7,24,4|12,11,30,20,23,17,18|6,14,19,21,15,5,9|31,2,28",false,generated_inside_algorithm,1069,1069,61.724655,10,9,0,0,1,9,12,0.221011,10,0,true,ok,,3.900000,10.600000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,12,10,2,9,10,9,7,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_16,ivns,A-n33-k5,16,661,10,2,5,5,50,best,3,2,60,max_iter,1976,"26,32,5,21,8,29,6,27,14,12|3,4,9,7,11,22,20|1,16,30,2,15,10|24,25,13,23,18,19|31,17,28",false,generated_inside_algorithm,1271,1271,92.284416,10,7,0,0,3,7,18,0.277013,9,0,true,ok,,3.800000,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,18,10,8,7,10,7,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_17,ivns,A-n33-k5,17,661,10,2,5,5,50,best,3,2,60,max_iter,1819,"32,6,21,26,22,11,17,5,29|19,30,8,9,18,27|24,16,1,20,3,13,14,15|12,4,7,10,25,28|31,2,23",false,generated_inside_algorithm,1122,1122,69.742813,10,9,0,0,1,9,16,0.187010,10,0,true,ok,,3.900000,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_18,ivns,A-n33-k5,18,661,10,2,5,5,50,best,3,2,60,max_iter,1873,"26,12,11,7,29,20,1,31,10|32,22,14,6,28,27,8|5,4,2,9,13,3|16,18,24,19,23,25,15|17,30,21",false,generated_inside_algorithm,1064,1064,60.968231,10,10,0,0,0,10,25,0.170008,10,0,true,ok,,4.100000,11.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,25,10,15,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_19,ivns,A-n33-k5,19,661,10,2,5,5,50,best,3,2,60,max_iter,1851,"1,15,17,8,19,16,21,29|32,25,6,4,20,2,10|26,28,14,30,13,11,5,12|3,22,18,23,24,31|7,9,27",false,generated_inside_algorithm,1095,1095,65.658096,10,8,0,0,2,8,12,0.414020,10,0,true,ok,,4.300000,12.400000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,12,10,2,8,10,8,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_20,ivns,A-n33-k5,20,661,10,2,5,5,50,best,3,2,60,max_iter,1817,"32,4,12,29,10,5,18,17,26|22,28,16,14,24,21,30|8,2,7,20,13,23|25,11,9,1,6,3,19|31,27,15",false,generated_inside_algorithm,973,973,47.201210,10,9,0,0,1,9,13,0.278014,10,0,true,ok,,4.400000,11.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,13,10,3,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_21,ivns,A-n33-k5,21,661,10,2,5,5,50,best,3,2,60,max_iter,1819,"32,5,4,21,22,6,31,26|19,13,17,24,3,14|1,11,20,12,28,15,16,10,8|23,7,25,29,18,27|30,9,2",false,generated_inside_algorithm,1216,1216,83.963692,10,9,0,0,1,9,15,0.317014,10,0,true,ok,,4,11.700000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,15,10,5,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_22,ivns,A-n33-k5,22,661,10,2,5,5,50,best,3,2,60,max_iter,1669,"32,30,14,24,17,27,20|26,25,10,16,3,12,18,9|8,15,1,22,2,4,29|19,11,21,13,31,6|23,5,7,28",false,generated_inside_algorithm,952,952,44.024204,10,10,0,0,0,10,14,0.162008,10,0,true,ok,,3.700000,9.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,14,10,4,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_23,ivns,A-n33-k5,23,661,10,2,5,5,50,best,3,2,60,max_iter,1689,"14,8,3,22,31,12,11,16|26,32,13,5,28,15,17,1|24,23,4,20,18,29,9,21|27,25,19,6,2|30,7,10",false,generated_inside_algorithm,1107,1107,67.473526,10,10,0,0,0,10,12,0.240012,10,0,true,ok,,3.400000,9.800000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,12,10,2,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_24,ivns,A-n33-k5,24,661,10,2,5,5,50,best,3,2,60,max_iter,1685,"32,26,11,25,27,29,21,10,28|5,2,4,18,15,14,23|1,16,7,20,17,3,6|24,30,12,8,13,19|31,9,22",false,generated_inside_algorithm,1104,1104,67.019669,10,9,0,0,1,9,16,0.273014,10,0,true,ok,,3.500000,10,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_25,ivns,A-n33-k5,25,661,10,2,5,5,50,best,3,2,60,max_iter,1934,"26,11,3,5,15,30,22,25|32,12,19,27,29,8,13,16|23,28,6,4,21,7,20|24,2,9,31,10|17,1,14,18",false,generated_inside_algorithm,957,957,44.780636,10,10,0,0,0,10,12,0.233011,10,0,true,ok,,3.900000,11.100000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,12,10,2,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_26,ivns,A-n33-k5,26,661,10,2,5,5,50,best,3,2,60,max_iter,1852,"26,21,9,11,5,30,3,1,12,14|32,18,16,28,31,8,13|25,7,10,23,4,24|29,6,19,22,20,15|17,2,27",false,generated_inside_algorithm,1105,1105,67.170952,10,8,0,0,2,8,14,0.290013,10,0,true,ok,,3.800000,10.800000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,14,10,4,8,10,8,7,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_27,ivns,A-n33-k5,27,661,10,2,5,5,50,best,3,2,60,max_iter,1896,"26,32,16,30,8,24,5,9,25|11,13,2,29,6,20,4|1,12,14,18,10,22,27|7,28,19,21,15,31|3,23,17",false,generated_inside_algorithm,980,980,48.260212,10,9,0,0,1,9,14,0.290015,10,0,true,ok,,4.200000,12.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,14,10,4,9,10,9,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_28,ivns,A-n33-k5,28,661,10,2,5,5,50,best,3,2,60,max_iter,1647,"32,5,30,4,22,14,15,16|1,25,20,29,13,18,28,23|7,19,6,24,11,26,31|12,8,10,9,17,21|2,3,27",false,generated_inside_algorithm,972,972,47.049923,10,10,0,0,0,10,13,0.255013,10,0,true,ok,,3.900000,11.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,13,10,3,10,10,10,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_29,ivns,A-n33-k5,29,661,10,2,5,5,50,best,3,2,60,max_iter,1637,"32,5,7,18,25,4,20,26,10|29,31,11,14,8,24,23,28|1,16,12,21,27,13,3|19,17,9,22,2|6,30,15",false,generated_inside_algorithm,1003,1003,51.739788,10,10,0,0,0,10,16,0.177008,10,0,true,ok,,4.300000,12,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n33-k5_30,ivns,A-n33-k5,30,661,10,2,5,5,50,best,3,2,60,max_iter,1762,"32,26,19,3,10,11,27,20,16|12,4,8,30,29,1,13,14|9,17,5,18,21,15|25,22,6,28,24,23|2,31,7",false,generated_inside_algorithm,1057,1057,59.909229,10,10,0,0,0,10,21,0.268012,10,0,true,ok,,3.800000,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,21,10,11,10,10,10,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_1,ivns,A-n65-k9,1,1174,10,2,5,5,50,best,3,2,60,max_iter,3620,"19,48,43,7,28,10,54,13|45,61,22,35,32,42,2,20,15,41|23,46,34,51,60,63|26,18,52,24,56,5,59,11,27|47,16,57,14,1,36,9|37,39,31,8,21,17|38,53,4,49,30,6|58,40,55,25,50,12|29,33,64,3,62,44",false,generated_inside_algorithm,3048,3048,159.625214,10,5,0,0,5,5,19,0.386019,9,0,true,ok,,3.700000,10.500000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,5,10,5,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_2,ivns,A-n65-k9,2,1174,10,2,5,5,50,best,3,2,60,max_iter,3935,"19,48,41,5,18,17,33,40,14,39|12,37,54,20,10,46,45|28,16,4,24,56,49,52|35,22,61,23,7,32,21,31,3|26,15,57,38,30,9,11,60|1,62,8,42,43,6|13,63,47,25,50,51,55|27,34,53,64,36|29,2,58,44,59",false,generated_inside_algorithm,3149,3149,168.228287,10,7,0,0,3,7,19,0.345018,10,0,true,ok,,3.900000,10.800000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,7,10,7,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_3,ivns,A-n65-k9,3,1174,10,2,5,5,50,best,3,2,60,max_iter,3656,"61,19,25,45,57,8,4,35,44,36|11,51,10,58,34,47,39,62,32|29,55,40,48,38,5,24,33|26,52,21,23,46,14,37,63|42,2,18,27,60,15,41|17,30,49,9,50|1,56,54,43,28|7,13,59,31,16,12,6|3,53,20,22,64",false,generated_inside_algorithm,2617,2617,122.913124,10,9,0,0,1,9,13,0.349016,10,0,true,ok,,3.900000,10.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,13,10,3,9,10,9,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_4,ivns,A-n65-k9,4,1174,10,2,5,5,50,best,3,2,60,max_iter,3845,"19,57,32,26,15,60,40,14,21,35,28|22,8,1,42,44,46,18,3|4,29,55,17,54,61,12,48|9,41,45,58,63,25|39,23,7,52,33,43,51,59|11,47,38,24,30,50,5,13|27,37,16,56,10,62|34,49,20,64,36|31,2,6,53",false,generated_inside_algorithm,2839,2839,141.822830,10,8,0,0,2,8,15,0.381019,10,0,true,ok,,3.700000,10.100000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,15,10,5,8,10,8,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_5,ivns,A-n65-k9,5,1174,10,2,5,5,50,best,3,2,60,max_iter,3732,"19,59,8,11,13,22,21,2,49|57,60,51,7,44,4,42,12,38|45,26,1,48,29,55,43,31|32,61,15,34,52,35,27,20,40|39,56,14,17,10,25|9,53,62,54,5|63,30,50,33,37,41|18,3,36,46,47,6,16|28,24,58,64,23",false,generated_inside_algorithm,3122,3122,165.928452,10,4,0,0,6,4,17,0.476022,8,0,true,ok,,4,12.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,17,10,7,4,10,4,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_6,ivns,A-n65-k9,6,1174,10,2,5,5,50,best,3,2,60,max_iter,3568,"45,19,62,22,23,39,13,60,52,51|11,10,2,8,12,14,3|57,17,32,58,37,26,4,15,25|48,55,61,42,1,47,6,31|35,36,34,54,59,30|38,27,20,29,40,41,21|18,53,44,24,63|64,33,5,16,9,49,7|56,43,28,46,50",false,generated_inside_algorithm,2840,2840,141.908005,10,7,0,0,3,7,17,0.334016,10,0,true,ok,,4,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,17,10,7,7,10,7,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_7,ivns,A-n65-k9,7,1174,10,2,5,5,50,best,3,2,60,max_iter,3815,"57,45,37,15,13,24,53,47|42,55,41,26,36,58,38,29|51,19,27,48,39,61,12,3,52,7,30,32|35,4,17,28,50,16,20|44,43,21,8,25,11|18,54,34,31,60|33,46,10,40,49,9,5|62,23,2,63,22|6,64,59,1,14,56",false,generated_inside_algorithm,2997,2997,155.281097,10,5,0,0,5,5,13,0.507025,10,0,true,ok,,4.300000,12.600000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,13,10,3,5,10,5,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_8,ivns,A-n65-k9,8,1174,10,2,5,5,50,best,3,2,60,max_iter,3643,"18,51,34,10,12,14,37,47|35,21,6,42,8,28,53,32|19,11,24,26,36,38,57,7,4,9|48,20,33,5,25,55,49|41,3,56,52,62,40,50|63,61,16,22,31,27,59|45,39,23,54,29,44,46|15,43,58,64,1,13|17,2,30,60",false,generated_inside_algorithm,2877,2877,145.059616,10,7,0,0,3,7,19,0.363017,10,0,true,ok,,4.100000,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,7,10,7,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_9,ivns,A-n65-k9,9,1174,10,2,5,5,50,best,3,2,60,max_iter,4030,"48,3,21,41,10,46,33,37,4|45,36,13,31,28,47,29,61|52,19,42,14,38,59,49,35,51,55,7|5,63,24,30,2|18,64,57,54,12,6,39,62|56,27,1,44,17|32,50,58,26,43,23,34,11|22,40,53,15,20,16|60,8,9,25",false,generated_inside_algorithm,2866,2866,144.122665,10,9,0,0,1,9,19,0.322017,10,0,true,ok,,4.100000,11.300000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,9,10,9,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_10,ivns,A-n65-k9,10,1174,10,2,5,5,50,best,3,2,60,max_iter,3624,"45,26,48,57,7,25,41,13,8,63|32,38,19,24,59,1,3,27,12|61,11,18,34,51,22,35,62,49,23|42,28,60,40,36,58|46,31,44,20,37|39,55,52,17,21,56,5|4,50,14,6,16,53,29|15,47,2,64,43,33|10,54,30,9",false,generated_inside_algorithm,2998,2998,155.366272,10,7,0,0,3,7,19,0.293013,10,0,true,ok,,3.900000,10.800000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,19,10,9,7,10,7,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_11,ivns,A-n65-k9,11,1174,10,2,5,5,50,best,3,2,60,max_iter,3957,"41,53,49,35,1,14,4,59|51,62,3,10,33,18,20|45,38,11,50,57,23,32,43,13,25|56,58,47,5,61,34,40|12,19,29,9,21,26,24,37|39,22,48,42,28,7,55,60,46|52,27,15,54,6,63|2,16,30,8,17|64,31,36,44",false,generated_inside_algorithm,3019,3019,157.155029,10,6,0,0,4,6,15,0.404020,9,0,true,ok,,4.100000,11.900000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,15,10,5,6,10,6,6,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_12,ivns,A-n65-k9,12,1174,10,2,5,5,50,best,3,2,60,max_iter,4097,"19,50,46,3,6,35,62,56|61,48,39,13,27,47,7,5,57,15,52,33|26,18,53,36,4,59,20|25,28,45,37,41,14,21,22,51|11,32,60,40,43,42,63|10,16,29,38,54,55|12,23,58,44,30|64,8,34,31,24|9,1,49,17,2",false,generated_inside_algorithm,3043,3043,159.199326,10,7,0,0,3,7,20,0.303015,10,0,true,ok,,3.800000,10.500000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,20,10,10,7,10,7,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_13,ivns,A-n65-k9,13,1174,10,2,5,5,50,best,3,2,60,max_iter,3981,"26,23,5,34,20,63|11,32,45,2,19,41,52,30,48,15,40|42,43,56,37,53,38|57,28,59,25,46,35,4,58,18,61|33,7,50,9,6,24|12,10,47,3,29,54,39|51,14,16,17,1,31,22|62,8,27,36,44|13,64,55,60,21,49",false,generated_inside_algorithm,2899,2899,146.933563,10,8,0,0,2,8,16,0.325015,9,0,true,ok,,4.300000,12.200000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,16,10,6,8,10,8,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_14,ivns,A-n65-k9,14,1174,10,2,5,5,50,best,3,2,60,max_iter,3955,"42,31,41,7,56,43|19,35,28,11,5,14,61,57,62,24,33|26,63,32,40,9,20,51|45,46,54,53,50,15,60|48,30,49,6,17,36|16,52,27,34,59,38,3,22|8,4,2,55,29,37|12,39,10,21,18,23,58|64,13,47,44,25,1",false,generated_inside_algorithm,2893,2893,146.422485,10,8,0,0,2,8,13,0.396019,10,0,true,ok,,4.100000,11.500000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,13,10,3,8,10,8,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_15,ivns,A-n65-k9,15,1174,10,2,5,5,50,best,3,2,60,max_iter,3880,"32,48,27,15,30,12,33,45,23|18,35,26,50,46,39,2,19,49,53|61,6,43,57,25,14,37,51|11,54,52,63,4,58,8|21,38,60,5,16,36,10|42,13,56,29,31,24|9,62,55,40,59,22|41,3,1,17,7,28|44,34,64,20,47",false,generated_inside_algorithm,2975,2975,153.407150,10,6,0,0,4,6,20,0.456023,10,0,true,ok,,4.300000,12.700000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,20,10,10,6,10,6,5,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_16,ivns,A-n65-k9,16,1174,10,2,5,5,50,best,3,2,60,max_iter,3583,"38,28,50,35,33,58,4,30|62,17,24,47,20|51,26,52,5,44,1,56,61,40|19,45,48,39,23,6,32,11,12,8,59|57,7,42,29,36,2,18,10|34,9,60,46,43|21,49,22,16,64,27,54|15,3,31,13,41,37,14|63,25,53,55",false,generated_inside_algorithm,2826,2826,140.715500,10,7,0,0,3,7,21,0.366017,10,0,true,ok,,4,10.600000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,21,10,11,7,10,7,7,0,0,0,0,0,0,0,0,0,0,baseline,best
ivns_A-n65-k9_17,ivns,A-n65-k9,17,1174,10,2,5,5,50,best,3,2,60,max_iter,3636,"32,52,19,16,51,42,15,62,24,6|26,61,35,11,48,45,57,58,56,60,37|4,55,22,30,12,23,46|39,7,10,49,33,53,41|18,5,17,28,36,50,59|54,2,21,44,25|63,40,8,20,13,38|34,27,1,31,14,29|47,9,43,3,64",false,generated_inside_algorithm,3019,3019,157.155029,10,5,0,0,5,5,21,0.395019,9,0,true,ok,,3.900000,11.700000,0.050000,true,0,none,0.000000,0,0,0,0,0,0,0.000000,21,10,11,5,10,5,6,0,0,0,0,0,0,0,0,0,0,baseline,best
